CPR_MARKETINGCARRIER,CPR_OTHERCARRIER,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_BOARDPOINT,CPR_OFFPOINT,CPR_INBOUNDSERVICE,CPR_DEPARTDATE1,CPR_DEPARTDATE2,CPR_DEPARTTIME1,CPR_DEPARTTIME2,CPR_ARRIVALDATE1,CPR_ARRIVALDATE2,ID_PRODUCTLEVEL,ID_CUSTOMERLEVEL,CPR_TRANSPORTQUAL,CPR_AIRLINEDESIG,CPR_FLIGHTNO,CPR_FLIGHTSUFFIX,CPR_CODESHARETYPE,CPR_OTHERCOMPANY,CPR_COMPANYID,CPR_ORIGIN,CPR_DESTINATION,CPR_FAREFAMILY,CPR_NUMBER,CPR_WEIGHT,CPR_UNITQUAL,CPR_COMPSTATUS,CPR_FARE_INDICATOR,CPR_FARE_ACTION,CPR_FARE_QUALIFIER,CPR_FARE_AMOUNT,CPR_FARE_CURRENCY,CPR_SPL_NUMBER,CPR_PRV_CPNNUMBER,CPR_COUPON_COMPANY,CPR_DATALENGTH,CPR_DATATYPE,CPR_BINARYDATA,DWH_SNAPSHOTTIMESTAMP,CPR_ARRIVALTIME1,CPR_ARRIVALTIME2,CPR_DEPARTDATE,CPR_ARRIVALDATE
MH,,2748,,KUL,BTU,,,,,,,,155690078,54145150,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:48.760,,,2022-06-12,
MH,,2749,,BTU,KUL,,,,,,,,155690079,54145151,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:48.790,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690080,54145151,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:48.807,,,2022-06-12,
MH,,2749,,BTU,KUL,,,,,,,,155690081,54145152,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:48.917,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690082,54145152,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:48.933,,,2022-06-12,
MH,,2749,,BTU,KUL,,,,,,,,155690083,54145153,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:48.950,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690084,54145153,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.027,,,2022-06-12,
MH,,2749,,BTU,KUL,,,,,,,,155690085,54145154,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:49.040,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690086,54145154,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.103,,,2022-06-10,
MH,,2749,,BTU,KUL,,,,,,,,155690087,54145155,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.183,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690088,54145156,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.277,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690089,54145157,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32524E+12,1,MH,,,,29MAY2022:09:23:49.307,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690090,54145157,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32524E+12,2,MH,,,,29MAY2022:09:23:49.323,,,2022-05-28,
MH,,67,,ICN,KUL,,,,,,,,155690091,54145157,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.353,,,2022-06-11,
MH,,2742,,KUL,BTU,,,,,,,,155690092,54145157,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.370,,,2022-06-12,
MH,,67,,ICN,KUL,,,,,,,,155690093,54145157,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.387,,,2022-06-12,
MH,,2742,,KUL,BTU,,,,,,,,155690094,54145157,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.400,,,2022-06-13,
MH,,2743,,BTU,KUL,,,,,,,,155690095,54145158,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32671E+12,1,MH,,,,29MAY2022:09:23:49.433,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690096,54145158,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32671E+12,1,MH,,,,29MAY2022:09:23:49.450,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690097,54145158,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.480,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690098,54145159,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:49.510,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690099,54145160,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:49.560,,,2022-05-28,
TK,,61,,KUL,IST,,,,,,,,155690100,54145160,,,,,,TK,TK,,,,,,,,,,,,,,,,,,,29MAY2022:09:23:49.573,,,2022-05-28,
TK,,1071,,IST,VAR,,,,,,,,155690101,54145160,,,,,,TK,TK,,,,,,,,,,,,,,,,,,,29MAY2022:09:23:49.590,,,2022-05-29,
MH,,2749,,BTU,KUL,,,,,,,,155690102,54145161,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.620,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690103,54145161,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.637,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690104,54145162,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.683,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690105,54145162,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.717,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690106,54145163,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.760,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690107,54145163,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.777,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690108,54145164,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.823,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690109,54145164,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.840,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690110,54145165,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.887,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690111,54145165,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.920,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690112,54145166,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:49.950,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690113,54145166,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:49.980,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690114,54145167,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.010,,,2022-05-28,
MH,,66,,KUL,ICN,,,,,,,,155690115,54145167,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:50.043,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690116,54145168,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32394E+12,1,MH,,,,29MAY2022:09:23:50.077,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690117,54145169,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.107,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690118,54145170,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:50.140,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690119,54145171,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:50.170,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690120,54145172,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:50.187,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690121,54145173,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.217,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690122,54145173,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.230,,,2022-06-05,
MH,,2749,,BTU,KUL,,,,,,,,155690123,54145174,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:09:23:50.247,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690124,54145175,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32378E+12,1,MH,,,,29MAY2022:09:23:50.280,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690125,54145176,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.310,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690126,54145176,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.327,,,2022-06-07,
MH,,2749,,BTU,KUL,,,,,,,,155690127,54145177,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.357,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690128,54145177,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.373,,,2022-06-07,
MH,,2749,,BTU,KUL,,,,,,,,155690129,54145178,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.390,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690130,54145178,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.420,,,2022-06-07,
MH,,2749,,BTU,KUL,,,,,,,,155690131,54145179,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.437,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690132,54145179,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.450,,,2022-06-07,
MH,,2749,,BTU,KUL,,,,,,,,155690133,54145180,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.480,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690134,54145180,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.497,,,2022-06-07,
MH,,2748,,KUL,BTU,,,,,,,,155690135,54145181,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,1,MH,,,,29MAY2022:09:23:50.513,,,2022-05-27,
MH,,2749,,BTU,KUL,,,,,,,,155690136,54145181,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32952E+12,1,MH,,,,29MAY2022:09:23:50.543,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690137,54145182,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.590,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690138,54145182,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.607,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690139,54145182,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.623,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690140,54145182,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.640,,,2022-05-30,
MH,,2747,,BTU,KUL,,,,,,,,155690141,54145182,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.653,,,2022-05-30,
MH,,2746,,KUL,BTU,,,,,,,,155690142,54145183,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32777E+12,1,MH,,,,29MAY2022:09:23:50.687,,,2022-05-27,
MH,,2749,,BTU,KUL,,,,,,,,155690143,54145183,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32777E+12,2,MH,,,,29MAY2022:09:23:50.700,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690144,54145184,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.730,,,2022-05-28,
TK,,61,,KUL,IST,,,,,,,,155690145,54145184,,,,,,TK,TK,,,,,,,,,,,,,,,,,,,29MAY2022:09:23:50.747,,,2022-05-28,
W2,,1519,,IST,TIV,,,,,,,,155690146,54145184,,,,,,,,,,,,,,,,,,,,,,,,,,29MAY2022:09:23:50.763,,,2022-05-29,
MH,,2742,,KUL,BTU,,,,,,,,155690147,54145185,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.780,,,2022-05-24,
MH,,2749,,BTU,KUL,,,,,,,,155690148,54145185,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:50.793,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690149,54145186,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.827,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690150,54145187,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.840,,,2022-05-28,
MH,,1162,,KUL,PEN,,,,,,,,155690151,54145187,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:50.857,,,2022-05-28,
MH,,1143,,PEN,KUL,,,,,,,,155690152,54145187,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.873,,,2022-06-06,
MH,,2748,,KUL,BTU,,,,,,,,155690153,54145187,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.890,,,2022-06-06,
MH,,2749,,BTU,KUL,,,,,,,,155690154,54145188,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.903,,,2022-05-28,
MH,,1162,,KUL,PEN,,,,,,,,155690155,54145188,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:50.937,,,2022-05-28,
MH,,1143,,PEN,KUL,,,,,,,,155690156,54145188,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.950,,,2022-06-06,
MH,,2748,,KUL,BTU,,,,,,,,155690157,54145188,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:50.967,,,2022-06-06,
MH,,2749,,BTU,KUL,,,,,,,,155690158,54145189,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:50.980,,,2022-05-28,
MH,,1162,,KUL,PEN,,,,,,,,155690159,54145189,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:51.013,,,2022-05-28,
MH,,1143,,PEN,KUL,,,,,,,,155690160,54145189,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.043,,,2022-06-06,
MH,,2748,,KUL,BTU,,,,,,,,155690161,54145189,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.060,,,2022-06-06,
MH,,2749,,BTU,KUL,,,,,,,,155690162,54145190,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:51.077,,,2022-05-28,
MH,,1162,,KUL,PEN,,,,,,,,155690163,54145190,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:51.107,,,2022-05-28,
MH,,1143,,PEN,KUL,,,,,,,,155690164,54145190,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.123,,,2022-06-06,
MH,,2748,,KUL,BTU,,,,,,,,155690165,54145190,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.140,,,2022-06-06,
MH,,2749,,BTU,KUL,,,,,,,,155690166,54145191,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:51.153,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690167,54145191,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.170,,,2022-06-11,
MH,,2749,,BTU,KUL,,,,,,,,155690168,54145192,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:51.200,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690169,54145192,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.217,,,2022-06-11,
MH,,2749,,BTU,KUL,,,,,,,,155690170,54145193,,,,,,MH,1A,,,,,10,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:51.247,,,2022-05-28,
MH,,2748,,KUL,BTU,,,,,,,,155690171,54145193,,,,,,MH,1A,,,,,10,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.263,,,2022-06-04,
MH,,2749,,BTU,KUL,,,,,,,,155690172,54145194,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:51.293,,,2022-05-28,
MH,,149,,KUL,MEL,,,,,,,,155690173,54145194,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:51.310,,,2022-05-28,
MH,,148,,MEL,KUL,,,,,,,,155690174,54145194,,,,,,MH,1A,,,,,35,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.340,,,2022-07-10,
MH,,2742,,KUL,BTU,,,,,,,,155690175,54145194,,,,,,MH,1A,,,,,35,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.357,,,2022-07-11,
MH,,2747,,BTU,KUL,,,,,,,,155690176,54145195,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:09:23:51.390,,,2022-04-27,
MH,,2746,,KUL,BTU,,,,,,,,155690177,54145195,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:09:23:51.403,,,2022-05-08,
MH,,2749,,BTU,KUL,,,,,,,,155690178,54145195,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:09:23:51.437,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690179,54145195,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.450,,,2022-12-31,
MH,,2747,,BTU,KUL,,,,,,,,155690180,54145196,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:09:23:51.467,,,2022-04-27,
MH,,2746,,KUL,BTU,,,,,,,,155690181,54145196,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:09:23:51.480,,,2022-05-08,
MH,,2749,,BTU,KUL,,,,,,,,155690182,54145196,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:09:23:51.513,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690183,54145196,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.540,,,2022-12-31,
MH,,2747,,BTU,KUL,,,,,,,,155690184,54145197,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:09:23:51.560,,,2022-04-27,
MH,,2746,,KUL,BTU,,,,,,,,155690185,54145197,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:09:23:51.590,,,2022-05-08,
MH,,2749,,BTU,KUL,,,,,,,,155690186,54145197,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:09:23:51.607,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690187,54145197,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.637,,,2022-12-31,
MH,,2747,,BTU,KUL,,,,,,,,155690188,54145198,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:09:23:51.670,,,2022-04-27,
MH,,2746,,KUL,BTU,,,,,,,,155690189,54145198,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:09:23:51.717,,,2022-05-08,
MH,,2749,,BTU,KUL,,,,,,,,155690190,54145198,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:09:23:51.840,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690191,54145198,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:51.903,,,2022-12-31,
MH,,2747,,BTU,KUL,,,,,,,,155690192,54145199,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:09:23:52.013,,,2022-04-27,
MH,,2746,,KUL,BTU,,,,,,,,155690193,54145199,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:09:23:52.107,,,2022-05-08,
MH,,2749,,BTU,KUL,,,,,,,,155690194,54145199,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:09:23:52.140,,,2022-05-28,
MH,,2743,,BTU,KUL,,,,,,,,155690195,54145199,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.153,,,2022-12-31,
MH,,2749,,BTU,KUL,,,,,,,,155690196,54145200,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.170,,,2022-05-28,
MH,,1162,,KUL,PEN,,,,,,,,155690197,54145200,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:09:23:52.200,,,2022-05-28,
MH,,1143,,PEN,KUL,,,,,,,,155690198,54145200,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.217,,,2022-06-06,
MH,,2748,,KUL,BTU,,,,,,,,155690199,54145200,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.230,,,2022-06-06,
MH,,2749,,BTU,KUL,,,,,,,,155690200,54145201,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.247,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690201,54145202,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.280,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690202,54145203,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.310,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690203,54145204,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.340,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690204,54145205,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.373,,,2022-05-28,
MH,,2749,,BTU,KUL,,,,,,,,155690205,54145206,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.403,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690206,54145206,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.420,,,2022-06-05,
MH,,2749,,BTU,KUL,,,,,,,,155690207,54145207,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.450,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690208,54145207,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.480,,,2022-06-05,
MH,,2749,,BTU,KUL,,,,,,,,155690209,54145208,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.497,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690210,54145208,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.530,,,2022-06-05,
MH,,2749,,BTU,KUL,,,,,,,,155690211,54145209,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.547,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690212,54145209,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.577,,,2022-06-05,
MH,,2749,,BTU,KUL,,,,,,,,155690213,54145210,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:09:23:52.610,,,2022-05-28,
MH,,2746,,KUL,BTU,,,,,,,,155690214,54145210,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:09:23:52.640,,,2022-06-05,
MH,,1143,,PEN,KUL,,,,,,,,155690215,54145211,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,1,MH,,,,29MAY2022:09:23:52.670,,,2022-05-10,
MH,,2742,,KUL,BTU,,,,,,,,155690216,54145211,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,2,MH,,,,29MAY2022:09:23:52.700,,,2022-05-11,
MH,,2749,,BTU,KUL,,,,,,,,155690217,54145211,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,3,MH,,,,29MAY2022:09:23:52.717,,,2022-05-28,
MH,,1194,,KUL,PEN,,,,,,,,155690218,54145211,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,4,MH,,,,29MAY2022:09:23:52.750,,,2022-05-28,
