CPR_MARKETINGCARRIER,CPR_OTHERCARRIER,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_BOARDPOINT,CPR_OFFPOINT,CPR_INBOUNDSERVICE,CPR_DEPARTDATE1,CPR_DEPARTDATE2,CPR_DEPARTTIME1,CPR_DEPARTTIME2,CPR_ARRIVALDATE1,CPR_ARRIVALDATE2,ID_PRODUCTLEVEL,ID_CUSTOMERLEVEL,CPR_TRANSPORTQUAL,CPR_AIRLINEDESIG,CPR_FLIGHTNO,CPR_FLIGHTSUFFIX,CPR_CODESHARETYPE,CPR_OTHERCOMPANY,CPR_COMPANYID,CPR_ORIGIN,CPR_DESTINATION,CPR_FAREFAMILY,CPR_NUMBER,CPR_WEIGHT,CPR_UNITQUAL,CPR_COMPSTATUS,CPR_FARE_INDICATOR,CPR_FARE_ACTION,CPR_FARE_QUALIFIER,CPR_FARE_AMOUNT,CPR_FARE_CURRENCY,CPR_SPL_NUMBER,CPR_PRV_CPNNUMBER,CPR_COUPON_COMPANY,CPR_DATALENGTH,CPR_DATATYPE,CPR_BINARYDATA,DWH_SNAPSHOTTIMESTAMP,CPR_ARRIVALTIME1,CPR_ARRIVALTIME2,CPR_DEPARTDATE,CPR_ARRIVALDATE
MH,,2621,,BKI,KUL,,,,,,,,155680891,54141671,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:53.553,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155680892,54141671,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:53.740,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680893,54141672,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32394E+12,1,MH,,,,29MAY2022:06:57:53.943,,,2022-05-28,
MH,,2610,,KUL,BKI,,,,,,,,155680894,54141672,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32394E+12,2,MH,,,,29MAY2022:06:57:54.100,,,2022-05-31,
MH,,2621,,BKI,KUL,,,,,,,,155680895,54141673,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:57:54.273,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155680896,54141673,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,2,MH,,,,29MAY2022:06:57:54.430,,,2022-05-28,
MH,,1427,,KBR,KUL,,,,,,,,155680897,54141673,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:54.613,,,2022-06-08,
MH,,2638,,KUL,BKI,,,,,,,,155680898,54141673,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:54.710,,,2022-06-08,
MH,,2621,,BKI,KUL,,,,,,,,155680899,54141674,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:57:54.863,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680900,54141675,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:55.067,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155680901,54141675,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:06:57:55.240,,,2022-06-26,
MH,,2614,,KUL,BKI,,,,,,,,155680902,54141676,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:55.393,,,2022-05-20,
MH,,2621,,BKI,KUL,,,,,,,,155680903,54141676,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:55.567,,,2022-05-28,
MH,,2614,,KUL,BKI,,,,,,,,155680904,54141677,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:55.740,,,2022-05-20,
MH,,2621,,BKI,KUL,,,,,,,,155680905,54141677,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:55.910,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155680906,54141678,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:56.130,,,2022-05-08,
MH,,2614,,KUL,BKI,,,,,,,,155680907,54141678,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:56.270,,,2022-05-08,
MH,,2621,,BKI,KUL,,,,,,,,155680908,54141678,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,3,MH,,,,29MAY2022:06:57:56.427,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155680909,54141678,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,4,MH,,,,29MAY2022:06:57:56.600,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680910,54141679,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:57:56.787,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680911,54141679,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:57:56.910,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680912,54141679,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:57.007,,,2022-12-30,
MH,,2616,,KUL,BKI,,,,,,,,155680913,54141679,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:57.130,,,2023-01-15,
MH,,2621,,BKI,KUL,,,,,,,,155680914,54141680,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:57:57.287,,,2022-05-28,
MH,,2638,,KUL,BKI,,,,,,,,155680915,54141680,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:57:57.460,,,2022-05-31,
MH,,2621,,BKI,KUL,,,,,,,,155680916,54141681,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:57:57.617,,,2022-05-28,
MH,,2638,,KUL,BKI,,,,,,,,155680917,54141681,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:57:57.807,,,2022-05-31,
MH,,2621,,BKI,KUL,,,,,,,,155680918,54141682,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:57.977,,,2022-05-12,
MH,,2621,,BKI,KUL,,,,,,,,155680919,54141682,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:58.087,,,2022-05-27,
MH,,2621,,BKI,KUL,,,,,,,,155680920,54141682,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:58.260,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680921,54141683,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:57:58.433,,,2022-05-28,
MH,,2646,,KUL,BKI,,,,,,,,155680922,54141683,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:58.573,,,2022-06-06,
MH,,2621,,BKI,KUL,,,,,,,,155680923,54141684,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:57:58.700,,,2022-05-28,
MH,,2646,,KUL,BKI,,,,,,,,155680924,54141684,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:58.857,,,2022-06-06,
MH,,2621,,BKI,KUL,,,,,,,,155680925,54141685,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:57:59.013,,,2022-05-28,
MH,,2646,,KUL,BKI,,,,,,,,155680926,54141685,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:57:59.183,,,2022-06-06,
MH,,2646,,KUL,BKI,,,,,,,,155680927,54141686,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:59.327,,,2022-05-26,
MH,,2631,,BKI,KUL,,,,,,,,155680928,54141686,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:59.497,,,2022-05-27,
MH,,2621,,BKI,KUL,,,,,,,,155680929,54141686,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:59.653,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155680930,54141687,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:57:59.810,,,2022-05-26,
MH,,2639,,BKI,KUL,,,,,,,,155680931,54141687,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:57:59.967,,,2022-05-27,
MH,,2621,,BKI,KUL,,,,,,,,155680932,54141687,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:06:58:00.123,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680933,54141688,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:00.293,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155680934,54141688,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:00.483,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155680935,54141688,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:00.670,,,2022-06-01,
MH,,2614,,KUL,BKI,,,,,,,,155680936,54141688,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:00.790,,,2022-06-01,
MH,,2621,,BKI,KUL,,,,,,,,155680937,54141689,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32397E+12,1,MH,,,,29MAY2022:06:58:00.947,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680938,54141690,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:01.087,,,2022-05-28,
MH,,2628,,KUL,BKI,,,,,,,,155680939,54141690,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:01.170,,,2022-05-30,
MH,,2621,,BKI,KUL,,,,,,,,155680940,54141690,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:01.277,,,2022-08-28,
MH,,2628,,KUL,BKI,,,,,,,,155680941,54141690,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:01.387,,,2022-08-30,
MH,,2621,,BKI,KUL,,,,,,,,155680942,54141691,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:01.543,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680943,54141691,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:01.683,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680944,54141692,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:01.793,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680945,54141692,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:01.967,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680946,54141693,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:02.107,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680947,54141693,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:02.280,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680948,54141694,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:02.420,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680949,54141694,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:02.577,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680950,54141695,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:02.720,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680951,54141695,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:02.860,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680952,54141696,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:03.000,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680953,54141696,,,,,,MH,1A,,,,,40,,NAU,,,,,,,,,,,,29MAY2022:06:58:03.110,,,2022-06-11,
MH,,2621,,BKI,KUL,,,,,,,,155680954,54141696,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:03.220,,,2022-12-30,
MH,,2616,,KUL,BKI,,,,,,,,155680955,54141696,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:03.327,,,2023-01-15,
MH,,2621,,BKI,KUL,,,,,,,,155680956,54141697,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:03.483,,,2022-05-28,
MH,,2616,,KUL,BKI,,,,,,,,155680957,54141697,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:03.637,,,2022-06-26,
MH,,2621,,BKI,KUL,,,,,,,,155680958,54141698,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:03.790,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680959,54141699,,,,,,MH,1A,,,,,50,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:03.933,,,2022-05-28,
MH,,2614,,KUL,BKI,,,,,,,,155680960,54141699,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:04.027,,,2022-06-07,
MH,,2621,,BKI,KUL,,,,,,,,155680961,54141700,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:04.183,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155680962,54141700,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:04.353,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155680963,54141700,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:04.540,,,2022-05-29,
MH,,2616,,KUL,BKI,,,,,,,,155680964,54141700,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:04.683,,,2022-06-06,
MH,,2621,,BKI,KUL,,,,,,,,155680965,54141701,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:04.810,,,2022-05-28,
MH,,2638,,KUL,BKI,,,,,,,,155680966,54141701,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:06:58:04.980,,,2022-06-01,
MH,,2621,,BKI,KUL,,,,,,,,155680967,54141702,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:06:58:05.137,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155680968,54141702,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:05.293,,,2022-06-02,
MH,,2638,,KUL,BKI,,,,,,,,155680969,54141702,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:05.403,,,2022-06-02,
MH,,2621,,BKI,KUL,,,,,,,,155680970,54141703,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:06:58:05.560,,,2022-05-28,
MH,,2640,,KUL,BKI,,,,,,,,155680971,54141703,,,,,,MH,1A,,,,,35,,NAU,,,,,,,,,,,,29MAY2022:06:58:05.747,,,2022-06-01,
MH,,3013,,LDU,BKI,,,,,,,,155680972,54141704,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32952E+12,1,MH,,,,29MAY2022:06:58:05.937,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680973,54141704,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32952E+12,2,MH,,,,29MAY2022:06:58:06.140,,,2022-05-28,
MH,,1336,,KUL,TGG,,,,,,,,155680974,54141704,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32952E+12,3,MH,,,,29MAY2022:06:58:06.327,,,2022-05-28,
MH,,1327,,TGG,KUL,,,,,,,,155680975,54141704,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:06.530,,,2022-06-11,
MH,,2646,,KUL,BKI,,,,,,,,155680976,54141704,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:06.683,,,2022-06-11,
MH,,3016,,BKI,LDU,,,,,,,,155680977,54141704,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:06.820,,,2022-06-12,
MH,,2621,,BKI,KUL,,,,,,,,155680978,54141705,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32584E+12,1,MH,,,,29MAY2022:06:58:07.023,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680979,54141706,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32584E+12,1,MH,,,,29MAY2022:06:58:07.243,,,2022-05-28,
MH,,3015,,LDU,BKI,,,,,,,,155680980,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:07.463,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155680981,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:07.570,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155680982,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:07.667,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155680983,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:07.743,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155680984,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:07.870,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155680985,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:07.993,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155680986,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.090,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155680987,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.197,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155680988,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.307,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155680989,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.433,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155680990,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.540,,,2022-05-07,
MH,,3014,,BKI,LDU,,,,,,,,155680991,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.590,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155680992,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:08.683,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155680993,54141707,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:08.807,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155680994,54141707,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:08.963,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155680995,54141707,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:09.103,,,2022-05-28,
MH,,1385,,KBR,KUL,,,,,,,,155680996,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.280,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155680997,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.403,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155680998,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.513,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155680999,54141707,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.637,,,2022-06-05,
MH,,3015,,LDU,BKI,,,,,,,,155681000,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.777,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155681001,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:09.890,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155681002,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.000,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155681003,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.110,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155681004,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:10.220,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155681005,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.330,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155681006,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.440,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155681007,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.547,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155681008,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.627,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155681009,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.720,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155681010,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.833,,,2022-05-07,
MH,,3014,,BKI,LDU,,,,,,,,155681011,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:10.943,,,2022-05-08,
MH,,3014,,BKI,LDU,,,,,,,,155681012,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:11.053,,,2022-05-08,
MH,,3013,,LDU,BKI,,,,,,,,155681013,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:11.163,,,2022-05-28,
MH,,2621,,BKI,KUL,,,,,,,,155681014,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:11.270,,,2022-05-28,
MH,,1396,,KUL,KBR,,,,,,,,155681015,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,3,MH,,,,29MAY2022:06:58:11.397,,,2022-05-28,
MH,,2611,,BKI,KUL,,,,,,,,155681016,54141708,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:11.527,,,2022-05-30,
MH,,1396,,KUL,KBR,,,,,,,,155681017,54141708,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32588E+12,2,MH,,,,29MAY2022:06:58:11.603,,,2022-05-30,
MH,,1385,,KBR,KUL,,,,,,,,155681018,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:11.743,,,2022-06-04,
MH,,2614,,KUL,BKI,,,,,,,,155681019,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:11.870,,,2022-06-04,
MH,,3014,,BKI,LDU,,,,,,,,155681020,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:11.980,,,2022-06-05,
MH,,3016,,BKI,LDU,,,,,,,,155681021,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.107,,,2022-06-05,
MH,,3019,,LDU,BKI,,,,,,,,155681022,54141708,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.217,,,2022-12-30,
MH,,3015,,LDU,BKI,,,,,,,,155681023,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.357,,,2022-04-28,
MH,,7407,,BKI,KUL,,,,,,,,155681024,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.450,,,2022-04-29,
MH,,7326,,KUL,KBR,,,,,,,,155681025,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.573,,,2022-04-29,
MH,,3017,,LDU,BKI,,,,,,,,155681026,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.670,,,2022-05-01,
MH,,3013,,LDU,BKI,,,,,,,,155681027,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32588E+12,1,MH,,,,29MAY2022:06:58:12.777,,,2022-05-02,
MH,,2611,,BKI,KUL,,,,,,,,155681028,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.870,,,2022-05-02,
MH,,1396,,KUL,KBR,,,,,,,,155681029,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:12.980,,,2022-05-02,
MH,,1385,,KBR,KUL,,,,,,,,155681030,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.090,,,2022-05-07,
MH,,2614,,KUL,BKI,,,,,,,,155681031,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.213,,,2022-05-07,
MH,,1427,,KBR,KUL,,,,,,,,155681032,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.323,,,2022-05-07,
MH,,2638,,KUL,BKI,,,,,,,,155681033,54141709,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:06:58:13.433,,,2022-05-07,
