ID_TICKETS,CPR_DOCUMENTNO,CPR_DOCUMENTTYPE,CPR_STATUS,CPR_ITEMNO,CPR_CPNNO,CPR_SUBQUALIFIER,CPR_LANGUAGE,CPR_SOURCE,CPR_ENCODING,CPR_FREETEXT,CPR_MARKETINGCOMP,ID_PRODUCTLEVEL,CPR_DOCUMENTNO1,CPR_DOCUMENTTYPE1,CPR_STATUS1,DWH_SNAPSHOTTIMESTAMP
61350674,2.32588E+12,E,ASS,,2,,,,,,,155684705,2.32588E+12,E,ASS,29MAY2022:07:47:33.470
61350675,2.32671E+12,E,ASS,,2,,,,,,,155684708,2.32671E+12,E,ASS,29MAY2022:07:47:33.547
61350676,2.32246E+12,E,ASS,,1,,,,,,,155684711,2.32246E+12,E,ASS,29MAY2022:07:47:33.673
61350677,2.32394E+12,E,ASS,,2,,,,,,,155684713,2.32394E+12,E,ASS,29MAY2022:07:47:33.737
61350678,2.32394E+12,E,ASS,,1,,,,,,,155684719,2.32394E+12,E,ASS,29MAY2022:07:47:33.890
61350679,2.32699E+12,E,ASS,,4,,,,,,,155684723,2.32699E+12,E,ASS,29MAY2022:07:47:34.017
61350680,2.32699E+12,E,ASS,,1,,,,,,,155684724,2.32699E+12,,,29MAY2022:07:47:34.047
61350681,2.32246E+12,E,ASS,,3,,,,,,,155684732,2.32246E+12,E,ASS,29MAY2022:07:47:34.267
61350682,2.32246E+12,E,ASS,,4,,,,,,,155684733,2.32246E+12,E,ASS,29MAY2022:07:47:34.313
61350683,2.32246E+12,E,ASS,,1,,,,,,,155684734,2.32246E+12,E,ASS,29MAY2022:07:47:34.343
61350684,2.32246E+12,E,ASS,,1,,,,,,,155684735,2.32246E+12,E,ASS,29MAY2022:07:47:34.407
61350685,9.10588E+12,E,ASS,,1,,,,,,,155684737,9.10588E+12,E,ASS,29MAY2022:07:47:34.453
61350686,9.10588E+12,E,ASS,,1,,,,,,,155684742,9.10588E+12,E,ASS,29MAY2022:07:47:34.580
61350687,2.32588E+12,E,ASS,,1,,,,,,,155684747,2.32588E+12,E,ASS,29MAY2022:07:47:34.767
61350688,2.32246E+12,E,ASS,,1,,,,,,,155684748,2.32246E+12,E,ASS,29MAY2022:07:47:34.813
61350689,2.32246E+12,E,ASS,,2,,,,,,,155684749,2.32246E+12,E,ASS,29MAY2022:07:47:34.843
61350690,2.32394E+12,E,ASS,,2,,,,,,,155684755,2.32394E+12,E,ASS,29MAY2022:07:47:35.017
61350691,2.32952E+12,E,ASS,,4,,,,,,,155684758,2.32952E+12,E,ASS,29MAY2022:07:47:35.140
61350692,2.32952E+12,E,ASS,,1,,,,,,,155684760,2.32952E+12,,,29MAY2022:07:47:35.200
61350693,2.32952E+12,E,ASS,,4,,,,,,,155684763,2.32952E+12,E,ASS,29MAY2022:07:47:35.297
61350694,2.32952E+12,E,ASS,,1,,,,,,,155684765,2.32952E+12,,,29MAY2022:07:47:35.357
61350695,2.32699E+12,E,ASS,,4,,,,,,,155684768,2.32699E+12,E,ASS,29MAY2022:07:47:35.450
61350696,2.32699E+12,E,ASS,,1,,,,,,,155684769,2.32699E+12,,,29MAY2022:07:47:35.483
61350697,2.32246E+12,E,ASS,,1,,,,,,,155684770,2.32246E+12,E,ASS,29MAY2022:07:47:35.593
61350698,2.32246E+12,E,ASS,,1,,,,,,,155684772,2.32246E+12,E,ASS,29MAY2022:07:47:35.640
61350699,2.32246E+12,E,ASS,,1,,,,,,,155684774,2.32246E+12,E,ASS,29MAY2022:07:47:35.717
61350700,2.32588E+12,E,ASS,,1,,,,,,,155684776,2.32588E+12,E,ASS,29MAY2022:07:47:35.750
61350701,2.32588E+12,E,ASS,,1,,,,,,,155684777,2.32588E+12,E,ASS,29MAY2022:07:47:35.780
61350702,2.32246E+12,E,ASS,,1,,,,,,,155684778,2.32246E+12,E,ASS,29MAY2022:07:47:35.810
61350703,2.32246E+12,E,ASS,,2,,,,,,,155684779,2.32246E+12,E,ASS,29MAY2022:07:47:35.827
61350704,2.32588E+12,E,ASS,,1,,,,,,,155684780,2.32588E+12,E,ASS,29MAY2022:07:47:35.857
61350705,2.32671E+12,E,ASS,,1,,,,,,,155684783,2.32671E+12,E,ASS,29MAY2022:07:47:35.950
61350706,2.35694E+12,E,ASS,,1,,,,,,,155684785,2.35694E+12,E,ASS,29MAY2022:07:47:36.013
61350707,2.32246E+12,E,ASS,,1,,,,,,,155684788,2.32246E+12,E,ASS,29MAY2022:07:47:36.077
61350708,2.32246E+12,E,ASS,,1,,,,,,,155684789,2.32246E+12,E,ASS,29MAY2022:07:47:36.110
61350709,2.32246E+12,E,ASS,,1,,,,,,,155684790,2.32246E+12,E,ASS,29MAY2022:07:47:36.123
61350710,2.32394E+12,E,ASS,,1,,,,,,,155684791,2.32394E+12,E,ASS,29MAY2022:07:47:36.157
61350711,2.32394E+12,E,ASS,,2,,,,,,,155684793,2.32394E+12,E,ASS,29MAY2022:07:47:36.187
61350712,2.32699E+12,E,ASS,,4,,,,,,,155684796,2.32699E+12,E,ASS,29MAY2022:07:47:36.267
61350713,2.32699E+12,E,ASS,,1,,,,,,,155684797,2.32699E+12,,,29MAY2022:07:47:36.280
61350714,2.32699E+12,E,ASS,,4,,,,,,,155684800,2.32699E+12,E,ASS,29MAY2022:07:47:36.343
61350715,2.32699E+12,E,ASS,,1,,,,,,,155684801,2.32699E+12,,,29MAY2022:07:47:36.373
61350716,2.32699E+12,E,ASS,,4,,,,,,,155684804,2.32699E+12,E,ASS,29MAY2022:07:47:36.433
61350717,2.32699E+12,E,ASS,,1,,,,,,,155684805,2.32699E+12,,,29MAY2022:07:47:36.450
61350718,2.3236E+12,E,ASS,,1,,,,,,,155684806,2.3236E+12,E,ASS,29MAY2022:07:47:36.480
61350719,2.3236E+12,E,ASS,,2,,,,,,,155684808,2.3236E+12,E,ASS,29MAY2022:07:47:36.513
61350720,2.32671E+12,E,ASS,,2,,,,,,,155684812,2.32671E+12,E,ASS,29MAY2022:07:47:36.590
61350721,2.32671E+12,E,ASS,,2,,,,,,,155684814,2.32671E+12,E,ASS,29MAY2022:07:47:36.780
61350722,2.32699E+12,E,ASS,,4,,,,,,,155684817,2.32699E+12,E,ASS,29MAY2022:07:47:37.247
61350723,2.32699E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684818,2.32699E+12,,,29MAY2022:07:47:37.450
61350724,2.32246E+12,E,ASS,,1,,,,,,,155684824,2.32246E+12,E,ASS,29MAY2022:07:47:38.450
61350725,2.32246E+12,E,ASS,,2,,,,,,,155684826,2.32246E+12,E,ASS,29MAY2022:07:47:38.900
61350726,2.32337E+12,E,ASS,,1,,,,,,,155684829,2.32337E+12,E,ASS,29MAY2022:07:47:39.603
61350727,2.32337E+12,E,ASS,,2,,,,,,,155684832,2.32337E+12,E,ASS,29MAY2022:07:47:40.027
61350728,2.32337E+12,E,ASS,,3,,,,,,,155684834,2.32337E+12,E,ASS,29MAY2022:07:47:40.290
61350729,2.32246E+12,E,ASS,,1,,,,,,,155684838,2.32246E+12,E,ASS,29MAY2022:07:47:40.760
61350730,2.32246E+12,E,ASS,,1,,,,,,,155684840,2.32246E+12,E,ASS,29MAY2022:07:47:41.107
61350731,2.32944E+12,E,ASS,,1,,,,,,,155684843,2.32944E+12,E,ASS,29MAY2022:07:47:41.577
61350732,2.3236E+12,E,ASS,,1,,,,,,,155684845,2.3236E+12,E,ASS,29MAY2022:07:47:41.937
61350733,2.3236E+12,E,ASS,,2,,,,,,,155684847,2.3236E+12,E,ASS,29MAY2022:07:47:42.217
61350734,2.3236E+12,E,ASS,,1,,,,,,,155684850,2.3236E+12,E,ASS,29MAY2022:07:47:42.683
61350735,2.3236E+12,E,ASS,,2,,,,,,,155684852,2.3236E+12,E,ASS,29MAY2022:07:47:42.980
61350736,2.3236E+12,E,ASS,,1,,,,,,,155684855,2.3236E+12,E,ASS,29MAY2022:07:47:43.390
61350737,2.3236E+12,E,ASS,,2,,,,,,,155684857,2.3236E+12,E,ASS,29MAY2022:07:47:43.687
61350738,2.32246E+12,E,ASS,,1,,,,,,,155684860,2.32246E+12,E,ASS,29MAY2022:07:47:44.090
61350739,2.3236E+12,E,ASS,,1,,,,,,,155684861,2.3236E+12,E,ASS,29MAY2022:07:47:44.300
61350740,2.3236E+12,E,ASS,,2,,,,,,,155684863,2.3236E+12,E,ASS,29MAY2022:07:47:44.597
61350741,2.32337E+12,E,ASS,,1,,,,,,,155684867,2.32337E+12,E,ASS,29MAY2022:07:47:45.333
61350742,2.32246E+12,E,ASS,,2,,,,,,,155684869,2.32246E+12,E,ASS,29MAY2022:07:47:45.800
61350743,2.32246E+12,E,ASS,,2,,,,,,,155684872,2.32246E+12,E,ASS,29MAY2022:07:47:46.267
61350744,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684873,2.32246E+12,E,ASS,29MAY2022:07:47:46.487
61350745,2.32246E+12,E,ASS,,2,4,EN,M,1,SEAT FEE,,155684874,2.32246E+12,E,ASS,29MAY2022:07:47:46.657
61350746,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684877,2.32246E+12,E,ASS,29MAY2022:07:47:47.437
61350747,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684878,2.32246E+12,E,ASS,29MAY2022:07:47:47.717
61350748,2.32246E+12,E,ASS,,2,,,,,,,155684880,2.32246E+12,E,ASS,29MAY2022:07:47:48.343
61350749,2.32246E+12,E,ASS,,2,,,,,,,155684886,2.32246E+12,E,ASS,29MAY2022:07:47:49.750
61350750,2.32246E+12,E,ASS,,2,,,,,,,155684892,2.32246E+12,E,ASS,29MAY2022:07:47:50.903
61350751,2.32695E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684895,2.32695E+12,E,ASS,29MAY2022:07:47:51.557
61350752,2.32695E+12,E,ASS,,2,,,,,,,155684896,2.32695E+12,E,ASS,29MAY2022:07:47:51.807
61350753,2.32246E+12,E,ASS,,1,,,,,,,155684898,2.32246E+12,E,ASS,29MAY2022:07:55:48.710
61350754,2.32671E+12,E,ASS,,1,,,,,,,155684900,2.32671E+12,E,ASS,29MAY2022:07:55:49.050
61350755,2.32671E+12,E,ASS,,1,,,,,,,155684901,2.32671E+12,E,ASS,29MAY2022:07:55:49.253
61350756,2.32671E+12,E,ASS,,1,,,,,,,155684902,2.32671E+12,E,ASS,29MAY2022:07:55:49.457
61350757,2.32671E+12,E,ASS,,1,,,,,,,155684903,2.32671E+12,E,ASS,29MAY2022:07:55:49.643
61350758,2.32588E+12,E,ASS,,1,,,,,,,155684904,2.32588E+12,E,ASS,29MAY2022:07:55:49.803
61350759,2.32246E+12,E,ASS,,1,,,,,,,155684906,2.32246E+12,E,ASS,29MAY2022:07:55:50.097
61350760,2.32337E+12,E,ASS,,2,,,,,,,155684908,2.32337E+12,E,ASS,29MAY2022:07:55:50.410
61350761,2.32246E+12,E,ASS,,1,,,,,,,155684910,2.32246E+12,E,ASS,29MAY2022:07:55:50.690
61350762,2.32246E+12,E,ASS,,1,,,,,,,155684911,2.32246E+12,E,ASS,29MAY2022:07:55:50.847
61350763,2.32246E+12,E,ASS,,1,,,,,,,155684913,2.32246E+12,E,ASS,29MAY2022:07:55:51.173
61350764,2.32397E+12,E,ASS,,1,,,,,,,155684914,2.32397E+12,E,ASS,29MAY2022:07:55:51.377
61350765,2.32246E+12,E,ASS,,1,,,,,,,155684916,2.32246E+12,E,ASS,29MAY2022:07:55:51.643
61350766,2.32952E+12,E,ASS,,1,,,,,,,155684921,2.32952E+12,E,ASS,29MAY2022:07:55:52.250
61350767,2.32588E+12,E,ASS,,1,,,,,,,155684922,2.32588E+12,E,ASS,29MAY2022:07:55:52.390
61350768,2.32588E+12,E,ASS,,1,,,,,,,155684924,2.32588E+12,E,ASS,29MAY2022:07:55:52.657
61350769,2.32246E+12,E,ASS,,1,,,,,,,155684926,2.32246E+12,E,ASS,29MAY2022:07:55:52.983
61350770,2.32246E+12,E,ASS,,1,,,,,,,155684928,2.32246E+12,E,ASS,29MAY2022:07:55:53.250
61350771,2.32246E+12,E,ASS,,1,,,,,,,155684930,2.32246E+12,E,ASS,29MAY2022:07:55:53.343
61350772,2.32246E+12,E,ASS,,1,,,,,,,155684932,2.32246E+12,E,ASS,29MAY2022:07:55:53.420
61350773,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684934,2.32246E+12,E,ASS,29MAY2022:07:55:53.607
61350774,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684937,2.32246E+12,E,ASS,29MAY2022:07:55:53.733
61350775,2.32246E+12,E,ASS,,1,,,,,,,155684939,2.32246E+12,E,ASS,29MAY2022:07:55:53.827
61350776,2.32246E+12,E,ASS,,1,,,,,,,155684941,2.32246E+12,E,ASS,29MAY2022:07:55:53.903
61350777,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684943,2.32246E+12,E,ASS,29MAY2022:07:55:53.983
61350778,2.32246E+12,E,ASS,,1,,,,,,,155684945,2.32246E+12,E,ASS,29MAY2022:07:55:54.123
61350779,2.32952E+12,E,ASS,,2,,,,,,,155684948,2.32952E+12,E,ASS,29MAY2022:07:55:54.310
61350780,2.32952E+12,E,ASS,,2,,,,,,,155684950,2.32952E+12,E,ASS,29MAY2022:07:55:54.437
61350781,2.32588E+12,E,ASS,,1,,,,,,,155684952,2.32588E+12,E,ASS,29MAY2022:07:55:54.607
61350782,2.32588E+12,E,ASS,,2,,,,,,,155684953,2.32588E+12,E,ASS,29MAY2022:07:55:54.733
61350783,2.32246E+12,E,ASS,,1,,,,,,,155684954,2.32246E+12,E,ASS,29MAY2022:07:55:54.887
61350784,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155684956,2.32246E+12,E,ASS,29MAY2022:07:55:55.183
61350785,2.32246E+12,E,ASS,,1,,,,,,,155684957,2.32246E+12,E,ASS,29MAY2022:07:55:55.370
61350786,2.32487E+12,E,ASS,,1,,,,,,,155684958,2.32487E+12,E,ASS,29MAY2022:07:55:55.573
61350787,2.32246E+12,E,ASS,,1,,,,,,,155684959,2.32246E+12,E,ASS,29MAY2022:07:55:55.730
61350788,2.32246E+12,E,ASS,,1,,,,,,,155684961,2.32246E+12,E,ASS,29MAY2022:07:55:56.057
61350789,2.32394E+12,E,ASS,,1,,,,,,,155684962,2.32394E+12,E,ASS,29MAY2022:07:55:56.247
61350790,2.32394E+12,E,ASS,,2,,,,,,,155684963,2.32394E+12,E,ASS,29MAY2022:07:55:56.353
61350791,2.32246E+12,E,ASS,,1,,,,,,,155684967,2.32246E+12,E,ASS,29MAY2022:07:55:56.823
61350792,2.32246E+12,E,ASS,,1,,,,,,,155684969,2.32246E+12,E,ASS,29MAY2022:07:55:57.167
61350793,2.32246E+12,E,ASS,,1,,,,,,,155684974,2.32246E+12,E,ASS,29MAY2022:07:55:57.747
61350794,2.32246E+12,E,ASS,,1,,,,,,,155684976,2.32246E+12,E,ASS,29MAY2022:07:55:58.010
61350795,2.32588E+12,E,ASS,,1,,,,,,,155684977,2.32588E+12,E,ASS,29MAY2022:07:55:58.180
61350796,2.32952E+12,E,ASS,,1,,,,,,,155684978,2.32952E+12,E,ASS,29MAY2022:07:55:58.353
61350797,2.32588E+12,E,ASS,,1,,,,,,,155684979,2.32588E+12,E,ASS,29MAY2022:07:55:58.540
61350798,2.32588E+12,E,ASS,,2,,,,,,,155684982,2.32588E+12,E,ASS,29MAY2022:07:55:58.840
61350799,2.32246E+12,E,ASS,,1,,,,,,,155684984,2.32246E+12,E,ASS,29MAY2022:07:55:58.990
61350800,2.32246E+12,E,ASS,,1,,,,,,,155684986,2.32246E+12,E,ASS,29MAY2022:07:55:59.257
61350801,2.32246E+12,E,ASS,,1,,,,,,,155684988,2.32246E+12,E,ASS,29MAY2022:07:55:59.507
61350802,2.32246E+12,E,ASS,,1,4,EN,M,1,EXCESS WEIGHT,,155684991,2.32246E+12,E,ASS,29MAY2022:07:55:59.960
61350803,6.18589E+12,E,ASS,,2,,,,,,,155684994,6.18589E+12,E,ASS,29MAY2022:07:56:00.413
61350804,2.32246E+12,E,ASS,,1,,,,,,,155684995,2.32246E+12,E,ASS,29MAY2022:07:56:00.600
61350805,2.32246E+12,E,ASS,,2,,,,,,,155685000,2.32246E+12,E,ASS,29MAY2022:07:56:01.257
61350806,2.32394E+12,E,ASS,,2,,,,,,,155685003,2.32394E+12,E,ASS,29MAY2022:07:56:01.600
61350807,2.32246E+12,E,ASS,,1,,,,,,,155685004,2.32246E+12,E,ASS,29MAY2022:07:56:01.740
61350808,2.32246E+12,E,ASS,,1,,,,,,,155685008,2.32246E+12,E,ASS,29MAY2022:07:56:02.173
61350809,2.32246E+12,E,ASS,,1,,,,,,,155685012,2.32246E+12,E,ASS,29MAY2022:07:56:02.597
61350810,2.32246E+12,E,ASS,,1,,,,,,,155685016,2.32246E+12,E,ASS,29MAY2022:07:56:03.033
61350811,2.32246E+12,E,ASS,,1,,,,,,,155685020,2.32246E+12,E,ASS,29MAY2022:07:56:03.470
61350812,2.32524E+12,E,ASS,,1,,,,,,,155685023,2.32524E+12,E,ASS,29MAY2022:07:56:03.800
61350813,2.32246E+12,E,ASS,,1,,,,,,,155685024,2.32246E+12,E,ASS,29MAY2022:07:56:03.930
61350814,2.32588E+12,E,ASS,,2,,,,,,,155685027,2.32588E+12,E,ASS,29MAY2022:07:56:04.413
61350815,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155685028,2.32246E+12,E,ASS,29MAY2022:07:56:04.583
61350816,2.32246E+12,E,ASS,,1,,,,,,,155685029,2.32246E+12,E,ASS,29MAY2022:07:56:04.757
61350817,2.32246E+12,E,ASS,,1,,,,,,,155685030,2.32246E+12,E,ASS,29MAY2022:07:56:04.940
61350818,2.32246E+12,E,ASS,,1,,,,,,,155685031,2.32246E+12,E,ASS,29MAY2022:07:56:05.113
61350819,2.32246E+12,E,ASS,,1,,,,,,,155685033,2.32246E+12,E,ASS,29MAY2022:07:56:05.393
61350820,2.32246E+12,E,ASS,,1,,,,,,,155685035,2.32246E+12,E,ASS,29MAY2022:07:56:05.677
61350821,2.32246E+12,E,ASS,,2,,,,,,,155685039,2.32246E+12,E,ASS,29MAY2022:07:56:06.160
61350822,2.32246E+12,E,ASS,,1,,,,,,,155685042,2.32246E+12,E,ASS,29MAY2022:07:56:06.630
61350823,2.32246E+12,E,ASS,,2,,,,,,,155685043,2.32246E+12,E,ASS,29MAY2022:07:56:06.817
61350824,2.32246E+12,E,ASS,,1,,,,,,,155685046,2.32246E+12,E,ASS,29MAY2022:07:56:07.377
61350825,2.32246E+12,E,ASS,,2,,,,,,,155685047,2.32246E+12,E,ASS,29MAY2022:07:56:07.643
61350826,2.32246E+12,E,ASS,,1,,,,,,,155685050,2.32246E+12,E,ASS,29MAY2022:07:56:08.420
61350827,2.32246E+12,E,ASS,,2,,,,,,,155685051,2.32246E+12,E,ASS,29MAY2022:07:56:08.593
61350828,2.32246E+12,E,ASS,,1,,,,,,,155685054,2.32246E+12,E,ASS,29MAY2022:07:56:09.000
61350829,2.32246E+12,E,ASS,,1,,,,,,,155685056,2.32246E+12,E,ASS,29MAY2022:07:56:09.297
61350830,2.32246E+12,E,ASS,,1,,,,,,,155685058,2.32246E+12,E,ASS,29MAY2022:07:56:09.593
61350831,2.32246E+12,E,ASS,,1,,,,,,,155685064,2.32246E+12,E,ASS,29MAY2022:07:56:10.327
61350832,2.32246E+12,E,ASS,,2,,,,,,,155685065,2.32246E+12,E,ASS,29MAY2022:07:56:10.467
61350833,2.32246E+12,E,ASS,,2,,,,,,,155685069,2.32246E+12,E,ASS,29MAY2022:07:56:10.980
61350834,2.32246E+12,E,ASS,,1,,,,,,,155685072,2.32246E+12,E,ASS,29MAY2022:07:56:11.497
61350835,2.32246E+12,E,ASS,,1,,,,,,,155685074,2.32246E+12,E,ASS,29MAY2022:07:56:11.873
61350836,2.32671E+12,E,ASS,,1,,,,,,,155685076,2.32671E+12,E,ASS,29MAY2022:07:56:12.230
61350837,2.32394E+12,E,ASS,,2,,,,,,,155685078,2.32394E+12,E,ASS,29MAY2022:07:56:12.530
61350838,2.32246E+12,E,ASS,,1,,,,,,,155685079,2.32246E+12,E,ASS,29MAY2022:07:56:12.683
61350839,2.32246E+12,E,ASS,,1,,,,,,,155685080,2.32246E+12,E,ASS,29MAY2022:07:56:12.840
61350840,2.32246E+12,E,ASS,,1,,,,,,,155685084,2.32246E+12,E,ASS,29MAY2022:07:56:13.500
61350841,2.32246E+12,E,ASS,,2,,,,,,,155685085,2.32246E+12,E,ASS,29MAY2022:07:56:13.657
61350842,2.32246E+12,E,ASS,,1,,,,,,,155685086,2.32246E+12,E,ASS,29MAY2022:07:56:13.860
61350843,2.32246E+12,E,ASS,,2,,,,,,,155685088,2.32246E+12,E,ASS,29MAY2022:07:56:14.187
61350844,2.32246E+12,E,ASS,,1,,,,,,,155685092,2.32246E+12,E,ASS,29MAY2022:07:56:14.763
61350845,2.32246E+12,E,ASS,,1,,,,,,,155685094,2.32246E+12,E,ASS,29MAY2022:07:56:15.060
61350846,2.32246E+12,E,ASS,,1,,,,,,,155685096,2.32246E+12,E,ASS,29MAY2022:07:56:15.360
61350847,2.32952E+12,E,ASS,,2,,,,,,,155685101,2.32952E+12,E,ASS,29MAY2022:07:56:15.923
61350848,2.32246E+12,E,ASS,,1,,,,,,,155685103,2.32246E+12,E,ASS,29MAY2022:07:56:16.190
61350849,1.5724E+12,E,ASS,,1,,,,,,,155685105,1.5724E+12,E,ASS,29MAY2022:07:56:16.440
61350850,2.32246E+12,E,ASS,,1,,,,,,,155685106,2.32246E+12,E,ASS,29MAY2022:07:56:16.610
61350851,2.32246E+12,E,ASS,,1,,,,,,,155685108,2.32246E+12,E,ASS,29MAY2022:07:56:16.830
61350852,2.32246E+12,E,ASS,,1,,,,,,,155685110,2.32246E+12,E,ASS,29MAY2022:07:56:17.063
61350853,2.32246E+12,E,ASS,,1,,,,,,,155685112,2.32246E+12,E,ASS,29MAY2022:07:56:17.140
61350854,2.32246E+12,E,ASS,,1,,,,,,,155685113,2.32246E+12,E,ASS,29MAY2022:07:56:17.187
61350855,1.5724E+12,E,ASS,,1,,,,,,,155685115,1.5724E+12,E,ASS,29MAY2022:07:56:17.267
61350856,1.5724E+12,E,ASS,,1,,,,,,,155685116,1.5724E+12,E,ASS,29MAY2022:07:56:17.313
61350857,1.5724E+12,E,ASS,,1,,,,,,,155685117,1.5724E+12,E,ASS,29MAY2022:07:56:17.343
61350858,2.32246E+12,E,ASS,,2,,,,,,,155685119,2.32246E+12,E,ASS,29MAY2022:07:56:17.420
61350859,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155685121,2.32246E+12,E,ASS,29MAY2022:07:56:17.563
61350860,2.32246E+12,E,ASS,,1,,,,,,,155685123,2.32246E+12,E,ASS,29MAY2022:07:56:17.623
61350861,2.32246E+12,E,ASS,,1,,,,,,,155685125,2.32246E+12,E,ASS,29MAY2022:07:56:17.703
61350862,2.32246E+12,E,ASS,,1,,,,,,,155685127,2.32246E+12,E,ASS,29MAY2022:07:56:17.767
61350863,2.32246E+12,E,ASS,,1,4,EN,M,1,EXCESS WEIGHT,,155685129,2.32246E+12,E,ASS,29MAY2022:07:56:17.827
61350864,2.32246E+12,E,ASS,,1,,,,,,,155685134,2.32246E+12,E,ASS,29MAY2022:07:56:17.983
61350865,2.32246E+12,E,ASS,,1,,,,,,,155685135,2.32246E+12,E,ASS,29MAY2022:07:56:18.030
61350866,2.32246E+12,E,ASS,,1,,,,,,,155685136,2.32246E+12,E,ASS,29MAY2022:07:56:18.077
61350867,2.32246E+12,E,ASS,,1,,,,,,,155685137,2.32246E+12,E,ASS,29MAY2022:07:56:18.123
61350868,2.32246E+12,E,ASS,,1,,,,,,,155685139,2.32246E+12,E,ASS,29MAY2022:07:56:18.187
61350869,2.32952E+12,E,ASS,,2,,,,,,,155685142,2.32952E+12,E,ASS,29MAY2022:07:56:18.327
61350870,2.32699E+12,E,ASS,,3,,,,,,,155685146,2.32699E+12,E,ASS,29MAY2022:07:56:18.453
61350871,2.32952E+12,E,ASS,,1,,,,,,,155685150,2.32952E+12,E,ASS,29MAY2022:07:56:18.580
61350872,2.32246E+12,E,ASS,,2,,,,,,,155685153,2.32246E+12,E,ASS,29MAY2022:07:56:18.670
61350873,2.32246E+12,E,ASS,,1,,,,,,,155685157,2.32246E+12,E,ASS,29MAY2022:07:56:18.827
61350874,2.32246E+12,E,ASS,,1,,,,,,,155685159,2.32246E+12,E,ASS,29MAY2022:07:56:18.890
61350875,2.32246E+12,E,ASS,,1,,,,,,,155685160,2.32246E+12,E,ASS,29MAY2022:07:56:18.920
61350876,2.32246E+12,E,ASS,,1,,,,,,,155685171,2.32246E+12,E,ASS,29MAY2022:07:56:19.310
61350877,2.32246E+12,E,ASS,,1,,,,,,,155685173,2.32246E+12,E,ASS,29MAY2022:07:56:19.357
61350878,2.32523E+12,E,ASS,,1,,,,,,,155685175,2.32523E+12,E,ASS,29MAY2022:07:56:19.420
61350879,2.32246E+12,E,ASS,,2,,,,,,,155685178,2.32246E+12,E,ASS,29MAY2022:07:56:19.653
61350880,2.32246E+12,E,ASS,,2,,,,,,,155685180,2.32246E+12,E,ASS,29MAY2022:07:56:19.763
61350881,2.32246E+12,E,ASS,,1,,,,,,,155685181,2.32246E+12,E,ASS,29MAY2022:07:56:19.810
61350882,2.32246E+12,E,ASS,,1,,,,,,,155685183,2.32246E+12,E,ASS,29MAY2022:07:56:19.860
61350883,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155685186,2.32246E+12,E,ASS,29MAY2022:07:56:19.967
61350884,2.32246E+12,E,ASS,,1,,,,,,,155685187,2.32246E+12,E,ASS,29MAY2022:07:56:20.013
61350885,2.32246E+12,E,ASS,,1,,,,,,,155685189,2.32246E+12,E,ASS,29MAY2022:07:56:20.060
61350886,2.32246E+12,E,ASS,,1,,,,,,,155685191,2.32246E+12,E,ASS,29MAY2022:07:56:20.140
61350887,2.32246E+12,E,ASS,,1,,,,,,,155685193,2.32246E+12,E,ASS,29MAY2022:07:56:20.203
61350888,2.32246E+12,E,ASS,,1,,,,,,,155685194,2.32246E+12,E,ASS,29MAY2022:07:56:20.250
61350889,2.32246E+12,E,ASS,,1,,,,,,,155685195,2.32246E+12,E,ASS,29MAY2022:07:56:20.297
61350890,2.32246E+12,E,ASS,,1,,,,,,,155685196,2.32246E+12,E,ASS,29MAY2022:07:56:20.360
61350891,2.32246E+12,E,ASS,,1,,,,,,,155685198,2.32246E+12,E,ASS,29MAY2022:07:56:20.563
61350892,2.32246E+12,E,ASS,,1,,,,,,,155685200,2.32246E+12,E,ASS,29MAY2022:07:56:20.627
61350893,2.32671E+12,E,ASS,,1,,,,,,,155685202,2.32671E+12,E,ASS,29MAY2022:07:56:20.690
61350894,2.32671E+12,E,ASS,,1,,,,,,,155685203,2.32671E+12,E,ASS,29MAY2022:07:56:20.720
61350895,2.32246E+12,E,ASS,,1,,,,,,,155685204,2.32246E+12,E,ASS,29MAY2022:07:56:20.750
61350896,2.32588E+12,E,ASS,,4,,,,,,,155685208,2.32588E+12,E,ASS,29MAY2022:07:56:20.907
61350897,2.32246E+12,E,ASS,,1,,,,,,,155685217,2.32246E+12,E,ASS,29MAY2022:07:56:21.190
61350898,2.32246E+12,E,ASS,,1,,,,,,,155685219,2.32246E+12,E,ASS,29MAY2022:07:56:21.237
61350899,2.32246E+12,E,ASS,,2,,,,,,,155685222,2.32246E+12,E,ASS,29MAY2022:08:01:22.853
61350900,2.32246E+12,E,ASS,,1,,,,,,,155685225,2.32246E+12,E,ASS,29MAY2022:08:01:23.353
