ID_TICKETS,CPR_DOCUMENTNO,CPR_DOCUMENTTYPE,CPR_STATUS,CPR_ITEMNO,CPR_CPNNO,CPR_SUBQUALIFIER,CPR_LANGUAGE,CPR_SOURCE,CPR_ENCODING,CPR_FREETEXT,CPR_MARKETINGCOMP,ID_PRODUCTLEVEL,CPR_DOCUMENTNO1,CPR_DOCUMENTTYPE1,CPR_STATUS1,DWH_SNAPSHOTTIMESTAMP
61349390,2.32246E+12,E,ASS,,1,,,,,,,155680891,2.32246E+12,E,ASS,29MAY2022:06:57:53.617
61349391,2.32246E+12,E,ASS,,2,,,,,,,155680892,2.32246E+12,E,ASS,29MAY2022:06:57:53.803
61349392,2.32394E+12,E,ASS,,1,,,,,,,155680893,2.32394E+12,E,ASS,29MAY2022:06:57:54.007
61349393,2.32394E+12,E,ASS,,2,,,,,,,155680894,2.32394E+12,E,ASS,29MAY2022:06:57:54.163
61349394,2.32337E+12,E,ASS,,1,,,,,,,155680895,2.32337E+12,E,ASS,29MAY2022:06:57:54.337
61349395,2.32337E+12,E,ASS,,2,,,,,,,155680896,2.32337E+12,E,ASS,29MAY2022:06:57:54.490
61349396,2.32337E+12,E,ASS,,1,,,,,,,155680899,2.32337E+12,E,ASS,29MAY2022:06:57:54.927
61349397,2.32246E+12,E,ASS,,1,,,,,,,155680900,2.32246E+12,E,ASS,29MAY2022:06:57:55.143
61349398,2.32246E+12,E,ASS,,2,,,,,,,155680903,2.32246E+12,E,ASS,29MAY2022:06:57:55.630
61349399,2.32246E+12,E,ASS,,2,,,,,,,155680905,2.32246E+12,E,ASS,29MAY2022:06:57:55.990
61349400,2.32246E+12,E,ASS,,3,,,,,,,155680908,2.32246E+12,E,ASS,29MAY2022:06:57:56.507
61349401,2.32246E+12,E,ASS,,4,,,,,,,155680909,2.32246E+12,E,ASS,29MAY2022:06:57:56.660
61349402,2.32337E+12,E,ASS,,1,,,,,,,155680914,2.32337E+12,E,ASS,29MAY2022:06:57:57.350
61349403,2.32337E+12,E,ASS,,1,,,,,,,155680916,2.32337E+12,E,ASS,29MAY2022:06:57:57.710
61349404,2.32588E+12,E,ASS,,1,,,,,,,155680921,2.32588E+12,E,ASS,29MAY2022:06:57:58.497
61349405,2.32588E+12,E,ASS,,1,,,,,,,155680923,2.32588E+12,E,ASS,29MAY2022:06:57:58.763
61349406,2.32588E+12,E,ASS,,1,,,,,,,155680925,2.32588E+12,E,ASS,29MAY2022:06:57:59.077
61349407,2.32588E+12,E,ASS,,1,,,,,,,155680933,2.32588E+12,E,ASS,29MAY2022:06:58:00.403
61349408,2.32588E+12,E,ASS,,2,,,,,,,155680934,2.32588E+12,E,ASS,29MAY2022:06:58:00.573
61349409,2.32397E+12,E,ASS,,1,,,,,,,155680937,2.32397E+12,E,ASS,29MAY2022:06:58:01.010
61349410,2.32246E+12,E,ASS,,1,,,,,,,155680942,2.32246E+12,E,ASS,29MAY2022:06:58:01.573
61349411,2.32246E+12,E,ASS,,1,,,,,,,155680944,2.32246E+12,E,ASS,29MAY2022:06:58:01.873
61349412,2.32246E+12,E,ASS,,1,,,,,,,155680946,2.32246E+12,E,ASS,29MAY2022:06:58:02.170
61349413,2.32246E+12,E,ASS,,1,,,,,,,155680948,2.32246E+12,E,ASS,29MAY2022:06:58:02.483
61349414,2.32246E+12,E,ASS,,1,,,,,,,155680950,2.32246E+12,E,ASS,29MAY2022:06:58:02.767
61349415,2.32588E+12,E,ASS,,1,,,,,,,155680956,2.32588E+12,E,ASS,29MAY2022:06:58:03.543
61349416,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155680958,2.32246E+12,E,ASS,29MAY2022:06:58:03.887
61349417,2.32588E+12,E,ASS,,1,,,,,,,155680959,2.32588E+12,E,ASS,29MAY2022:06:58:03.963
61349418,2.32588E+12,E,ASS,,1,,,,,,,155680961,2.32588E+12,E,ASS,29MAY2022:06:58:04.260
61349419,2.32588E+12,E,ASS,,2,,,,,,,155680962,2.32588E+12,E,ASS,29MAY2022:06:58:04.433
61349420,2.32588E+12,E,ASS,,3,,,,,,,155680963,2.32588E+12,E,ASS,29MAY2022:06:58:04.573
61349421,2.32246E+12,E,ASS,,1,4,EN,M,1,PREPAID BAGGAGE,,155680965,2.32246E+12,E,ASS,29MAY2022:06:58:04.870
61349422,2.32337E+12,E,ASS,,1,,,,,,,155680967,2.32337E+12,E,ASS,29MAY2022:06:58:05.200
61349423,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155680970,2.32246E+12,E,ASS,29MAY2022:06:58:05.640
61349424,2.32952E+12,E,ASS,,1,,,,,,,155680972,2.32952E+12,E,ASS,29MAY2022:06:58:06.030
61349425,2.32952E+12,E,ASS,,2,,,,,,,155680973,2.32952E+12,E,ASS,29MAY2022:06:58:06.217
61349426,2.32952E+12,E,ASS,,3,,,,,,,155680974,2.32952E+12,E,ASS,29MAY2022:06:58:06.420
61349427,2.32584E+12,E,ASS,,1,,,,,,,155680978,2.32584E+12,E,ASS,29MAY2022:06:58:07.087
61349428,2.32584E+12,E,ASS,,1,,,,,,,155680979,2.32584E+12,E,ASS,29MAY2022:06:58:07.337
61349429,2.32588E+12,E,ASS,,1,,,,,,,155680993,2.32588E+12,E,ASS,29MAY2022:06:58:08.870
61349430,2.32588E+12,E,ASS,,2,,,,,,,155680994,2.32588E+12,E,ASS,29MAY2022:06:58:09.027
61349431,2.32588E+12,E,ASS,,3,,,,,,,155680995,2.32588E+12,E,ASS,29MAY2022:06:58:09.187
61349432,2.32588E+12,E,ASS,,1,,,,,,,155681016,2.32588E+12,E,ASS,29MAY2022:06:58:11.570
61349433,2.32588E+12,E,ASS,,2,,,,,,,155681017,2.32588E+12,E,ASS,29MAY2022:06:58:11.650
61349434,2.32588E+12,E,ASS,,1,,,,,,,155681036,2.32588E+12,E,ASS,29MAY2022:06:58:13.797
61349435,2.32588E+12,E,ASS,,2,,,,,,,155681037,2.32588E+12,E,ASS,29MAY2022:06:58:13.950
61349436,2.32588E+12,E,ASS,,3,,,,,,,155681038,2.32588E+12,E,ASS,29MAY2022:06:58:14.123
61349437,2.32588E+12,E,ASS,,1,,,,,,,155681056,2.32588E+12,E,ASS,29MAY2022:06:58:16.137
61349438,2.32588E+12,E,ASS,,2,,,,,,,155681057,2.32588E+12,E,ASS,29MAY2022:06:58:16.247
61349439,2.32588E+12,E,ASS,,3,,,,,,,155681058,2.32588E+12,E,ASS,29MAY2022:06:58:16.403
61349440,2.32588E+12,E,ASS,,1,,,,,,,155681079,2.32588E+12,E,ASS,29MAY2022:06:58:18.817
61349441,2.32588E+12,E,ASS,,2,,,,,,,155681080,2.32588E+12,E,ASS,29MAY2022:06:58:18.973
61349442,2.32588E+12,E,ASS,,1,,,,,,,155681099,2.32588E+12,E,ASS,29MAY2022:06:58:21.243
61349443,2.32588E+12,E,ASS,,2,,,,,,,155681100,2.32588E+12,E,ASS,29MAY2022:06:58:21.413
61349444,2.32588E+12,E,ASS,,3,,,,,,,155681101,2.32588E+12,E,ASS,29MAY2022:06:58:21.593
61349445,2.32246E+12,E,ASS,,2,,,,,,,155681109,2.32246E+12,E,ASS,29MAY2022:06:58:22.613
61349446,2.32588E+12,E,ASS,,1,,,,,,,155681110,2.32588E+12,E,ASS,29MAY2022:06:58:22.753
61349447,2.32337E+12,E,ASS,,1,,,,,,,155681112,2.32337E+12,E,ASS,29MAY2022:06:58:23.067
61349448,2.32337E+12,E,ASS,,2,,,,,,,155681113,2.32337E+12,E,ASS,29MAY2022:06:58:23.270
61349449,2.32246E+12,E,ASS,,2,,,,,,,155681117,2.32246E+12,E,ASS,29MAY2022:06:58:23.850
61349450,2.32246E+12,E,ASS,,1,,,,,,,155681118,2.32246E+12,E,ASS,29MAY2022:06:58:24.053
61349451,2.32337E+12,E,ASS,,1,,,,,,,155681119,2.32337E+12,E,ASS,29MAY2022:06:58:24.303
61349452,2.32337E+12,E,ASS,,2,,,,,,,155681120,2.32337E+12,E,ASS,29MAY2022:06:58:24.507
61349453,2.32337E+12,E,ASS,,1,,,,,,,155681123,2.32337E+12,E,ASS,29MAY2022:06:58:25.113
61349454,2.32337E+12,E,ASS,,1,,,,,,,155681126,2.32337E+12,E,ASS,29MAY2022:06:58:25.707
61349455,2.32246E+12,E,ASS,,1,,,,,,,155681130,2.32246E+12,E,ASS,29MAY2022:06:58:26.320
61349456,2.32246E+12,E,ASS,,2,,,,,,,155681132,2.32246E+12,E,ASS,29MAY2022:06:58:26.710
61349457,2.32246E+12,E,ASS,,1,,,,,,,155681136,2.32246E+12,E,ASS,29MAY2022:06:58:27.600
61349458,2.32246E+12,E,ASS,,2,,,,,,,155681138,2.32246E+12,E,ASS,29MAY2022:06:58:28.003
61349459,2.32246E+12,E,ASS,,2,,,,,,,155681143,2.32246E+12,E,ASS,29MAY2022:06:58:28.767
61349460,2.32246E+12,E,ASS,,2,,,,,,,155681146,2.32246E+12,E,ASS,29MAY2022:06:58:29.270
61349461,2.32246E+12,E,ASS,,2,,,,,,,155681149,2.32246E+12,E,ASS,29MAY2022:06:58:29.847
61349462,2.32246E+12,E,ASS,,2,,,,,,,155681155,2.32246E+12,E,ASS,29MAY2022:06:58:31.060
61349463,2.32588E+12,E,ASS,,2,,,,,,,155681158,2.32588E+12,E,ASS,29MAY2022:06:58:31.610
61349464,2.32332E+12,E,ASS,,1,,,,,,,155681163,2.32332E+12,E,ASS,29MAY2022:06:58:32.203
61349465,2.32332E+12,E,ASS,,2,,,,,,,155681164,2.32332E+12,E,ASS,29MAY2022:06:58:32.360
61349466,2.32332E+12,E,ASS,,1,,,,,,,155681175,2.32332E+12,E,ASS,29MAY2022:06:58:33.687
61349467,2.32332E+12,E,ASS,,2,,,,,,,155681176,2.32332E+12,E,ASS,29MAY2022:06:58:33.890
61349468,2.32332E+12,E,ASS,,3,,,,,,,155681177,2.32332E+12,E,ASS,29MAY2022:06:58:33.997
61349469,2.32246E+12,E,ASS,,1,,,,,,,155681191,2.32246E+12,E,ASS,29MAY2022:06:58:35.547
61349470,2.32246E+12,E,ASS,,2,,,,,,,155681192,2.32246E+12,E,ASS,29MAY2022:06:58:35.717
61349471,2.32246E+12,E,ASS,,3,,,,,,,155681193,2.32246E+12,E,ASS,29MAY2022:06:58:35.873
61349472,2.32246E+12,E,ASS,,1,,,,,,,155681207,2.32246E+12,E,ASS,29MAY2022:06:58:37.510
61349473,2.32246E+12,E,ASS,,2,,,,,,,155681208,2.32246E+12,E,ASS,29MAY2022:06:58:37.667
61349474,2.32246E+12,E,ASS,,3,,,,,,,155681209,2.32246E+12,E,ASS,29MAY2022:06:58:37.807
61349475,2.32246E+12,E,ASS,,1,,,,,,,155681223,2.32246E+12,E,ASS,29MAY2022:06:58:39.387
61349476,2.32246E+12,E,ASS,,2,,,,,,,155681224,2.32246E+12,E,ASS,29MAY2022:06:58:39.513
61349477,2.32246E+12,E,ASS,,3,,,,,,,155681225,2.32246E+12,E,ASS,29MAY2022:06:58:39.670
61349478,2.32337E+12,E,ASS,,1,,,,,,,155681230,2.32337E+12,E,ASS,29MAY2022:06:58:40.210
61349479,2.32337E+12,E,ASS,,1,,,,,,,155681232,2.32337E+12,E,ASS,29MAY2022:06:58:40.477
61349480,2.32337E+12,E,ASS,,1,,,,,,,155681234,2.32337E+12,E,ASS,29MAY2022:06:58:40.757
61349481,2.32246E+12,E,ASS,,2,,,,,,,155681241,2.32246E+12,E,ASS,29MAY2022:06:58:41.667
61349482,2.32246E+12,E,ASS,,2,,,,,,,155681243,2.32246E+12,E,ASS,29MAY2022:06:58:42.070
61349483,2.32246E+12,E,ASS,,2,,,,,,,155681245,2.32246E+12,E,ASS,29MAY2022:06:58:42.493
61349484,2.32588E+12,E,ASS,,2,,,,,,,155681248,2.32588E+12,E,ASS,29MAY2022:06:58:42.980
61349485,2.32776E+12,E,ASS,,1,,,,,,,155681249,2.32776E+12,E,ASS,29MAY2022:06:58:43.213
61349486,2.32337E+12,E,ASS,,1,,,,,,,155681252,2.32337E+12,E,ASS,29MAY2022:06:58:43.650
61349487,2.32337E+12,E,ASS,,2,,,,,,,155681253,2.32337E+12,E,ASS,29MAY2022:06:58:43.777
61349488,2.32246E+12,E,ASS,,2,,,,,,,155681268,2.32246E+12,E,ASS,29MAY2022:06:58:46.340
61349489,2.32246E+12,E,ASS,,2,,,,,,,155681276,2.32246E+12,E,ASS,29MAY2022:06:58:47.017
61349490,2.32246E+12,E,ASS,,2,,,,,,,155681284,2.32246E+12,E,ASS,29MAY2022:06:58:48.123
61349491,2.32246E+12,E,ASS,,2,,,,,,,155681292,2.32246E+12,E,ASS,29MAY2022:06:58:49.433
61349492,2.32952E+12,E,ASS,,1,,,,,,,155681298,2.32952E+12,E,ASS,29MAY2022:06:58:50.217
61349493,2.32952E+12,E,ASS,,2,,,,,,,155681299,2.32952E+12,E,ASS,29MAY2022:06:58:50.387
61349494,2.32398E+12,E,ASS,,1,,,,,,,155681302,2.32398E+12,E,ASS,29MAY2022:06:58:50.840
61349495,2.32246E+12,E,ASS,,2,,,,,,,155681304,2.32246E+12,E,ASS,29MAY2022:06:58:51.107
61349496,2.327E+12,E,ASS,,2,,,,,,,155681306,2.327E+12,E,ASS,29MAY2022:06:58:51.373
61349497,2.32246E+12,E,ASS,,1,,,,,,,155681307,2.32246E+12,E,ASS,29MAY2022:06:58:51.560
61349498,2.32246E+12,E,ASS,,1,,,,,,,155681309,2.32246E+12,E,ASS,29MAY2022:06:58:51.993
61349499,2.32246E+12,E,ASS,,1,,,,,,,155681311,2.32246E+12,E,ASS,29MAY2022:06:58:52.370
61349500,2.32952E+12,E,ASS,,1,,,,,,,155681313,2.32952E+12,E,ASS,29MAY2022:06:58:52.713
61349501,2.32952E+12,E,ASS,,2,,,,,,,155681316,2.32952E+12,E,ASS,29MAY2022:06:58:53.060
61349502,2.32337E+12,E,ASS,,1,,,,,,,155681330,2.32337E+12,E,ASS,29MAY2022:06:58:55.003
61349503,2.32337E+12,E,ASS,,2,,,,,,,155681331,2.32337E+12,E,ASS,29MAY2022:06:58:55.300
61349504,2.32952E+12,E,ASS,,1,,,,,,,155681342,2.32952E+12,E,ASS,29MAY2022:06:58:57.100
61349505,2.32952E+12,E,ASS,,2,,,,,,,155681343,2.32952E+12,E,ASS,29MAY2022:06:58:57.253
61349506,2.32337E+12,E,ASS,,1,,,,,,,155681346,2.32337E+12,E,ASS,29MAY2022:06:58:57.737
61349507,2.32337E+12,E,ASS,,2,,,,,,,155681347,2.32337E+12,E,ASS,29MAY2022:06:58:57.907
61349508,2.32952E+12,E,ASS,,1,,,,,,,155681350,2.32952E+12,E,ASS,29MAY2022:06:58:58.360
61349509,2.32952E+12,E,ASS,,2,,,,,,,155681351,2.32952E+12,E,ASS,29MAY2022:06:58:58.533
61349510,2.32952E+12,E,ASS,,1,,,,,,,155681354,2.32952E+12,E,ASS,29MAY2022:06:58:58.957
61349511,2.32952E+12,E,ASS,,2,,,,,,,155681355,2.32952E+12,E,ASS,29MAY2022:06:58:59.113
61349512,2.32952E+12,E,ASS,,1,,,,,,,155681358,2.32952E+12,E,ASS,29MAY2022:06:58:59.587
61349513,2.32952E+12,E,ASS,,2,,,,,,,155681359,2.32952E+12,E,ASS,29MAY2022:06:58:59.757
61349514,2.32246E+12,E,ASS,,1,,,,,,,155681362,2.32246E+12,E,ASS,29MAY2022:06:59:00.243
61349515,2.32246E+12,E,ASS,,2,,,,,,,155681364,2.32246E+12,E,ASS,29MAY2022:06:59:00.620
61349516,2.32671E+12,E,ASS,,1,,,,,,,155681375,2.32671E+12,E,ASS,29MAY2022:06:59:02.150
61349517,2.32246E+12,E,ASS,,2,,,,,,,155681379,2.32246E+12,E,ASS,29MAY2022:06:59:02.870
61349518,2.32246E+12,E,ASS,,1,,,,,,,155681380,2.32246E+12,E,ASS,29MAY2022:06:59:03.073
61349519,2.32246E+12,E,ASS,,1,,,,,,,155681382,2.32246E+12,E,ASS,29MAY2022:06:59:03.403
61349520,2.32246E+12,E,ASS,,1,,,,,,,155681383,2.32246E+12,E,ASS,29MAY2022:06:59:03.653
61349521,2.32246E+12,E,ASS,,1,,,,,,,155681395,2.32246E+12,E,ASS,29MAY2022:06:59:05.070
61349522,2.32246E+12,E,ASS,,1,,,,,,,155681397,2.32246E+12,E,ASS,29MAY2022:06:59:05.337
61349523,2.32246E+12,E,ASS,,1,,,,,,,155681399,2.32246E+12,E,ASS,29MAY2022:06:59:05.637
61349524,2.32337E+12,E,ASS,,1,,,,,,,155681401,2.32337E+12,E,ASS,29MAY2022:06:59:05.953
61349525,2.32524E+12,E,ASS,,2,,,,,,,155681404,2.32524E+12,E,ASS,29MAY2022:06:59:06.407
61349526,2.32246E+12,E,ASS,,2,,,,,,,155681406,2.32246E+12,E,ASS,29MAY2022:06:59:06.763
61349527,2.32246E+12,E,ASS,,2,,,,,,,155681408,2.32246E+12,E,ASS,29MAY2022:06:59:07.137
61349528,2.32246E+12,E,ASS,,2,,,,,,,155681410,2.32246E+12,E,ASS,29MAY2022:06:59:07.510
61349529,2.32246E+12,E,ASS,,2,,,,,,,155681412,2.32246E+12,E,ASS,29MAY2022:06:59:07.870
61349530,2.32246E+12,E,ASS,,1,4,EN,M,1,PREPAID BAGGAGE,,155681413,2.32246E+12,E,ASS,29MAY2022:06:59:08.077
61349531,2.32504E+12,E,ASS,,1,,,,,,,155681415,2.32504E+12,E,ASS,29MAY2022:06:59:08.453
61349532,2.32504E+12,E,ASS,,2,,,,,,,155681416,2.32504E+12,E,ASS,29MAY2022:06:59:08.657
61349533,2.3265E+12,E,ASS,,1,,,,,,,155681421,2.3265E+12,E,ASS,29MAY2022:06:59:09.390
61349534,2.3265E+12,E,ASS,,2,,,,,,,155681422,2.3265E+12,E,ASS,29MAY2022:06:59:09.580
61349535,2.3265E+12,E,ASS,,1,,,,,,,155681425,2.3265E+12,E,ASS,29MAY2022:06:59:09.977
61349536,2.3265E+12,E,ASS,,2,,,,,,,155681426,2.3265E+12,E,ASS,29MAY2022:06:59:10.003
61349537,2.3265E+12,E,ASS,,1,,,,,,,155681429,2.3265E+12,E,ASS,29MAY2022:06:59:10.063
61349538,2.3265E+12,E,ASS,,2,,,,,,,155681430,2.3265E+12,E,ASS,29MAY2022:06:59:10.097
61349539,2.32246E+12,E,ASS,,1,,,,,,,155681433,2.32246E+12,E,ASS,29MAY2022:06:59:10.143
61349540,2.32246E+12,E,ASS,,1,,,,,,,155681435,2.32246E+12,E,ASS,29MAY2022:06:59:10.190
61349541,2.32246E+12,E,ASS,,1,,,,,,,155681437,2.32246E+12,E,ASS,29MAY2022:06:59:10.237
61349542,2.32246E+12,E,ASS,,1,,,,,,,155681439,2.32246E+12,E,ASS,29MAY2022:06:59:10.283
61349543,2.32246E+12,E,ASS,,1,,,,,,,155681441,2.32246E+12,E,ASS,29MAY2022:06:59:10.330
61349544,2.32246E+12,E,ASS,,1,,,,,,,155681443,2.32246E+12,E,ASS,29MAY2022:06:59:10.377
61349545,2.32246E+12,E,ASS,,1,,,,,,,155681446,2.32246E+12,E,ASS,29MAY2022:06:59:10.440
61349546,2.32246E+12,E,ASS,,2,,,,,,,155681448,2.32246E+12,E,ASS,29MAY2022:06:59:10.487
61349547,2.32246E+12,E,ASS,,1,,,,,,,155681452,2.32246E+12,E,ASS,29MAY2022:06:59:10.580
61349548,2.32246E+12,E,ASS,,2,,,,,,,155681454,2.32246E+12,E,ASS,29MAY2022:06:59:10.627
61349549,2.32776E+12,E,ASS,,2,,,,,,,155681460,2.32776E+12,E,ASS,29MAY2022:06:59:10.817
61349550,2.32246E+12,E,ASS,,2,,,,,,,155681462,2.32246E+12,E,ASS,29MAY2022:06:59:10.863
61349551,2.32246E+12,E,ASS,,1,,,,,,,155681463,2.32246E+12,E,ASS,29MAY2022:06:59:10.893
61349552,2.32588E+12,E,ASS,,1,,,,,,,155681465,2.32588E+12,E,ASS,29MAY2022:06:59:10.957
61349553,2.32337E+12,E,ASS,,1,,,,,,,155681467,2.32337E+12,E,ASS,29MAY2022:06:59:11.007
61349554,2.32337E+12,E,ASS,,2,,,,,,,155681468,2.32337E+12,E,ASS,29MAY2022:06:59:11.037
61349555,2.32246E+12,E,ASS,,1,,,,,,,155681472,2.32246E+12,E,ASS,29MAY2022:06:59:11.130
61349556,2.32246E+12,E,ASS,,2,,,,,,,155681474,2.32246E+12,E,ASS,29MAY2022:06:59:11.193
61349557,2.32246E+12,E,ASS,,1,,,,,,,155681477,2.32246E+12,E,ASS,29MAY2022:06:59:11.270
61349558,2.32246E+12,E,ASS,,2,,,,,,,155681478,2.32246E+12,E,ASS,29MAY2022:06:59:11.303
61349559,2.32246E+12,E,ASS,,1,,,,,,,155681481,2.32246E+12,E,ASS,29MAY2022:06:59:11.380
61349560,2.32246E+12,E,ASS,,2,,,,,,,155681482,2.32246E+12,E,ASS,29MAY2022:06:59:11.460
61349561,2.32246E+12,E,ASS,,2,,,,,,,155681487,2.32246E+12,E,ASS,29MAY2022:06:59:12.147
61349562,2.32246E+12,E,ASS,,2,,,,,,,155681490,2.32246E+12,E,ASS,29MAY2022:06:59:12.443
61349563,2.327E+12,E,ASS,,2,,,,,,,155681492,2.327E+12,E,ASS,29MAY2022:06:59:12.507
61349564,2.32246E+12,E,ASS,,1,,,,,,,155681495,2.32246E+12,E,ASS,29MAY2022:06:59:12.710
61349565,2.32337E+12,E,ASS,,1,,,,,,,155681496,2.32337E+12,E,ASS,29MAY2022:06:59:12.847
61349566,2.32337E+12,E,ASS,,2,,,,,,,155681497,2.32337E+12,E,ASS,29MAY2022:06:59:12.880
61349567,2.32246E+12,E,ASS,,1,,,,,,,155681500,2.32246E+12,E,ASS,29MAY2022:06:59:12.957
61349568,2.32337E+12,E,ASS,,1,,,,,,,155681506,2.32337E+12,E,ASS,29MAY2022:06:59:13.097
61349569,2.32337E+12,E,ASS,,2,,,,,,,155681507,2.32337E+12,E,ASS,29MAY2022:06:59:13.127
61349570,1.62415E+11,E,ASS,,1,,,,,,,155681541,1.62415E+11,E,ASS,29MAY2022:06:59:13.910
61349571,1.62415E+11,E,ASS,,2,,,,,,,155681544,1.62415E+11,E,ASS,29MAY2022:06:59:13.990
61349572,1.62415E+11,E,ASS,,1,,,,,,,155681576,1.62415E+11,E,ASS,29MAY2022:06:59:14.707
61349573,1.62415E+11,E,ASS,,2,,,,,,,155681579,1.62415E+11,E,ASS,29MAY2022:06:59:14.830
61349574,2.32246E+12,E,ASS,,1,4,EN,M,1,PREPAID BAGGAGE,,155681582,2.32246E+12,E,ASS,29MAY2022:06:59:14.940
61349575,2.32524E+12,E,ASS,,4,,,,,,,155681586,2.32524E+12,E,ASS,29MAY2022:06:59:15.087
61349576,2.32524E+12,E,ASS,,1,,,,,,,155681587,2.32524E+12,,,29MAY2022:06:59:15.117
61349577,2.32504E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681588,2.32504E+12,E,ASS,29MAY2022:06:59:15.180
61349578,2.32392E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681589,2.32392E+12,E,ASS,29MAY2022:06:59:15.227
61349579,2.32392E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681591,2.32392E+12,E,ASS,29MAY2022:06:59:15.303
61349580,2.327E+12,E,ASS,,2,,,,,,,155681597,2.327E+12,E,ASS,29MAY2022:06:59:15.477
61349581,2.32246E+12,E,ASS,,1,,,,,,,155681598,2.32246E+12,E,ASS,29MAY2022:06:59:15.507
61349582,2.32246E+12,E,ASS,,2,,,,,,,155681599,2.32246E+12,E,ASS,29MAY2022:06:59:15.553
61349583,2.32246E+12,E,ASS,,3,,,,,,,155681600,2.32246E+12,E,ASS,29MAY2022:06:59:15.587
61349584,2.3265E+12,E,ASS,,2,,,,,,,155681603,2.3265E+12,E,ASS,29MAY2022:06:59:15.663
61349585,2.32337E+12,E,ASS,,1,,,,,,,155681605,2.32337E+12,E,ASS,29MAY2022:06:59:15.727
61349586,2.32337E+12,E,ASS,,2,,,,,,,155681606,2.32337E+12,E,ASS,29MAY2022:06:59:15.760
61349587,2.32671E+12,E,ASS,,1,,,,,,,155681615,2.32671E+12,E,ASS,29MAY2022:06:59:16.050
61349588,2.32246E+12,E,ASS,,1,,,,,,,155681616,2.32246E+12,E,ASS,29MAY2022:06:59:16.093
61349589,2.32246E+12,E,ASS,,1,,,,,,,155681617,2.32246E+12,E,ASS,29MAY2022:06:59:16.127
61349590,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681618,2.32246E+12,E,ASS,29MAY2022:06:59:16.173
61349591,2.32246E+12,E,ASS,,1,4,EN,M,1,EXCESS WEIGHT,,155681620,2.32246E+12,E,ASS,29MAY2022:06:59:16.237
61349592,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681622,2.32246E+12,E,ASS,29MAY2022:06:59:16.297
61349593,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681624,2.32246E+12,E,ASS,29MAY2022:06:59:16.360
61349594,2.32246E+12,E,ASS,,1,4,EN,M,1,SEAT FEE,,155681626,2.32246E+12,E,ASS,29MAY2022:06:59:16.423
61349595,2.32337E+12,E,ASS,,1,,,,,,,155681637,2.32337E+12,E,ASS,29MAY2022:06:59:16.720
61349596,2.32952E+12,E,ASS,,1,,,,,,,155681643,2.32952E+12,E,ASS,29MAY2022:06:59:16.860
61349597,2.32952E+12,E,ASS,,2,,,,,,,155681644,2.32952E+12,E,ASS,29MAY2022:06:59:16.890
61349598,2.32952E+12,E,ASS,,1,,,,,,,155681645,2.32952E+12,E,ASS,29MAY2022:06:59:16.953
61349599,2.32952E+12,E,ASS,,2,,,,,,,155681646,2.32952E+12,E,ASS,29MAY2022:06:59:17.003
61349600,2.32246E+12,E,ASS,,1,,,,,,,155681653,2.32246E+12,E,ASS,29MAY2022:06:59:17.207
61349601,2.32246E+12,E,ASS,,3,,,,,,,155681656,2.32246E+12,E,ASS,29MAY2022:06:59:17.300
61349602,2.32246E+12,E,ASS,,4,,,,,,,155681657,2.32246E+12,E,ASS,29MAY2022:06:59:17.330
61349603,2.32246E+12,E,ASS,,2,,,,,,,155681659,2.32246E+12,E,ASS,29MAY2022:06:59:17.393
61349604,2.32337E+12,E,ASS,,1,,,,,,,155681660,2.32337E+12,E,ASS,29MAY2022:06:59:17.440
61349605,2.32524E+12,E,ASS,,1,,,,,,,155681662,2.32524E+12,E,ASS,29MAY2022:06:59:17.503
61349606,2.3278E+12,E,ASS,,1,,,,,,,155681672,2.3278E+12,E,ASS,29MAY2022:06:59:17.847
61349607,2.3278E+12,E,ASS,,1,,,,,,,155681675,2.3278E+12,E,ASS,29MAY2022:06:59:17.940
61349608,2.32337E+12,E,ASS,,2,,,,,,,155681682,2.32337E+12,E,ASS,29MAY2022:06:59:18.160
61349609,2.32671E+12,E,ASS,,1,,,,,,,155681683,2.32671E+12,E,ASS,29MAY2022:06:59:18.207
61349610,2.32588E+12,E,ASS,,2,,,,,,,155681686,2.32588E+12,E,ASS,29MAY2022:06:59:18.300
61349611,2.32588E+12,E,ASS,,1,,,,,,,155681687,2.32588E+12,E,ASS,29MAY2022:06:59:18.330
61349612,2.32588E+12,E,ASS,,2,,,,,,,155681688,2.32588E+12,E,ASS,29MAY2022:06:59:18.360
61349613,2.32588E+12,E,ASS,,3,,,,,,,155681689,2.32588E+12,E,ASS,29MAY2022:06:59:18.393
61349614,2.32588E+12,E,ASS,,1,,,,,,,155681693,2.32588E+12,E,ASS,29MAY2022:06:59:18.563
61349615,2.32588E+12,E,ASS,,1,,,,,,,155681695,2.32588E+12,E,ASS,29MAY2022:06:59:18.660
