ID_BAG_ITIN,CPR_MARKTNG_CARRIER,CPR_FLGHT_NUMBER,CPR_OPT_SUFX,CPR_DEPT_DATE,CPR_BRDPT,CPR_OFFPT,CPR_ARRVDATE,CPR_BAGSTAT_INDC1,CPR_BAGSTAT_INDC2,CPR_BAGSTAT_ACTN1,CPR_BAGSTAT_ACTN2,ID_BAGGAGE_INFO,DWH_SNAPSHOTTIMESTAMP
43446369,MH,751,,28-May-22,SGN,KUL,,,,,,30816656,29MAY2022:07:34:32.300
43446370,MH,2638,,28-May-22,KUL,BKI,,,,,,30816656,29MAY2022:07:34:32.300
43446371,MH,2638,,28-May-22,KUL,BKI,,,,,,30816657,29MAY2022:07:34:32.303
43446372,MH,2638,,28-May-22,KUL,BKI,,,,,,30816658,29MAY2022:07:34:32.303
43446373,MH,2638,,28-May-22,KUL,BKI,,,,,,30816659,29MAY2022:07:34:32.303
43446374,MH,2631,,22-May-22,BKI,KUL,,,,,,30816660,29MAY2022:07:34:32.303
43446375,MH,2631,,22-May-22,BKI,KUL,,,,,,30816661,29MAY2022:07:34:32.333
43446376,MH,2638,,28-May-22,KUL,BKI,,,,,,30816662,29MAY2022:07:34:32.350
43446377,MH,2621,,25-May-22,BKI,KUL,,,,,,30816663,29MAY2022:07:34:32.350
43446378,MH,2638,,28-May-22,KUL,BKI,,,,,,30816664,29MAY2022:07:34:32.350
43446379,MH,2638,,28-May-22,KUL,BKI,,,,,,30816665,29MAY2022:07:34:32.350
43446380,MH,2638,,28-May-22,KUL,BKI,,,,,,30816666,29MAY2022:07:34:32.350
43446381,MH,2638,,28-May-22,KUL,BKI,,,,,,30816667,29MAY2022:07:34:32.367
43446382,MH,2638,,28-May-22,KUL,BKI,,,,,,30816668,29MAY2022:07:34:32.367
43446383,MH,2645,,20-May-22,BKI,KUL,,,,,,30816669,29MAY2022:07:34:32.367
43446384,MH,2638,,28-May-22,KUL,BKI,,,,,,30816670,29MAY2022:07:34:32.367
43446385,MH,2638,,28-May-22,KUL,BKI,,,,,,30816671,29MAY2022:07:34:32.367
43446386,MH,2621,,25-May-22,BKI,KUL,,,,,,30816672,29MAY2022:07:34:32.380
43446387,MH,2638,,28-May-22,KUL,BKI,,,,,,30816673,29MAY2022:07:34:32.380
43446388,MH,2638,,28-May-22,KUL,BKI,,,,,,30816674,29MAY2022:07:34:32.380
43446389,MH,2614,,28-May-22,KUL,BKI,,,,,,30816675,29MAY2022:07:34:32.380
43446390,MH,2607,,24-May-22,BKI,KUL,,,,,,30816676,29MAY2022:07:34:32.397
43446391,MH,2631,,26-May-22,BKI,KUL,,,,,,30816677,29MAY2022:07:34:32.397
43446392,MH,2638,,28-May-22,KUL,BKI,,,,,,30816678,29MAY2022:07:34:32.397
43446393,MH,2638,,28-May-22,KUL,BKI,,,,,,30816679,29MAY2022:07:34:32.397
43446394,MH,2621,,24-May-22,BKI,KUL,,,,,,30816680,29MAY2022:07:34:32.397
43446395,MH,2638,,28-May-22,KUL,BKI,,,,,,30816681,29MAY2022:07:34:32.397
43446396,MH,2638,,28-May-22,KUL,BKI,,,,,,30816682,29MAY2022:07:34:32.413
43446397,MH,2638,,28-May-22,KUL,BKI,,,,,,30816683,29MAY2022:07:34:32.413
43446398,MH,2638,,28-May-22,KUL,BKI,,,,,,30816684,29MAY2022:07:34:32.413
43446399,MH,2647,,24-May-22,BKI,KUL,,,,,,30816685,29MAY2022:07:34:32.413
43446400,MH,2637,,22-May-22,BKI,KUL,,,,,,30816686,29MAY2022:07:34:32.413
43446401,MH,1446,,22-May-22,KUL,LGK,,,,,,30816686,29MAY2022:07:34:32.413
43446402,MH,1447,,26-May-22,LGK,KUL,,,,,,30816687,29MAY2022:07:34:32.427
43446403,MH,2638,,28-May-22,KUL,BKI,,,,,,30816688,29MAY2022:07:34:32.427
43446404,MH,2638,,28-May-22,KUL,BKI,,,,,,30816689,29MAY2022:07:34:32.427
43446405,MH,2638,,28-May-22,KUL,BKI,,,,,,30816690,29MAY2022:07:34:32.427
43446406,MH,2616,,28-May-22,KUL,BKI,,,,,,30816691,29MAY2022:07:34:32.427
43446407,MH,2638,,28-May-22,KUL,BKI,,,,,,30816692,29MAY2022:07:34:32.427
43446408,MH,2603,,27-May-22,BKI,KUL,,,,,,30816693,29MAY2022:07:34:32.443
43446409,MH,2616,,28-May-22,KUL,BKI,,,,,,30816694,29MAY2022:07:34:32.443
43446410,MH,2637,,23-May-22,BKI,KUL,,,,,,30816695,29MAY2022:07:34:32.443
43446411,MH,1438,,23-May-22,KUL,LGK,,,,,,30816695,29MAY2022:07:34:32.443
43446412,MH,1433,,27-May-22,LGK,KUL,,,,,,30816696,29MAY2022:07:34:32.443
43446413,MH,2616,,27-May-22,KUL,BKI,,,,,,30816696,29MAY2022:07:34:32.443
43446414,MH,2638,,28-May-22,KUL,BKI,,,,,,30816697,29MAY2022:07:34:32.443
43446415,MH,2638,,28-May-22,KUL,BKI,,,,,,30816698,29MAY2022:07:34:32.443
43446416,MH,2638,,28-May-22,KUL,BKI,,,,,,30816699,29MAY2022:07:34:32.460
43446417,MH,2621,,22-May-22,BKI,KUL,,,,,,30816700,29MAY2022:07:34:32.460
43446418,MH,2638,,28-May-22,KUL,BKI,,,,,,30816701,29MAY2022:07:34:32.460
43446419,MH,2638,,28-May-22,KUL,BKI,,,,,,30816702,29MAY2022:07:34:32.460
43446420,MH,2641,,22-May-22,BKI,KUL,,,,,,30816703,29MAY2022:07:34:32.460
43446421,MH,1433,,28-May-22,LGK,KUL,,,,,,30816704,29MAY2022:07:34:32.473
43446422,MH,2638,,28-May-22,KUL,BKI,,,,,,30816704,29MAY2022:07:34:32.473
43446423,MH,2637,,23-May-22,BKI,KUL,,,,,,30816705,29MAY2022:07:34:32.473
43446424,MH,1438,,23-May-22,KUL,LGK,,,,,,30816705,29MAY2022:07:34:32.473
43446425,MH,2638,,28-May-22,KUL,BKI,,,,,,30816706,29MAY2022:07:34:32.473
43446426,MH,2641,,22-May-22,BKI,KUL,,,,,,30816707,29MAY2022:07:34:32.473
43446427,MH,1433,,28-May-22,LGK,KUL,,,,,,30816708,29MAY2022:07:34:32.473
43446428,MH,2638,,28-May-22,KUL,BKI,,,,,,30816708,29MAY2022:07:34:32.473
43446429,MH,2638,,28-May-22,KUL,BKI,,,,,,30816709,29MAY2022:07:34:32.473
43446430,MH,2610,,28-May-22,KUL,BKI,,,,,,30816710,29MAY2022:07:34:32.490
43446431,MH,1433,,28-May-22,LGK,KUL,,,,,,30816711,29MAY2022:07:34:32.490
43446432,MH,2638,,28-May-22,KUL,BKI,,,,,,30816711,29MAY2022:07:34:32.490
43446433,MH,2637,,23-May-22,BKI,KUL,,,,,,30816712,29MAY2022:07:34:32.490
43446434,MH,1438,,23-May-22,KUL,LGK,,,,,,30816712,29MAY2022:07:34:32.490
43446435,MH,2638,,28-May-22,KUL,BKI,,,,,,30816713,29MAY2022:07:34:32.490
43446436,MH,2637,,24-May-22,BKI,KUL,,,,,,30816714,29MAY2022:07:34:32.490
43446437,MH,1436,,24-May-22,KUL,LGK,,,,,,30816714,29MAY2022:07:34:32.490
43446438,MH,1437,,27-May-22,LGK,KUL,,,,,,30816715,29MAY2022:07:34:32.507
43446439,MH,2621,,25-May-22,BKI,KUL,,,,,,30816716,29MAY2022:07:34:32.507
43446440,MH,1446,,25-May-22,KUL,LGK,,,,,,30816716,29MAY2022:07:34:32.507
43446441,MH,1433,,28-May-22,LGK,KUL,,,,,,30816717,29MAY2022:07:34:32.507
43446442,MH,2621,,25-May-22,BKI,KUL,,,,,,30816718,29MAY2022:07:34:32.507
43446443,MH,1446,,25-May-22,KUL,LGK,,,,,,30816718,29MAY2022:07:34:32.507
43446444,MH,1433,,28-May-22,LGK,KUL,,,,,,30816719,29MAY2022:07:34:32.537
43446445,MH,1433,,28-May-22,LGK,KUL,,,,,,30816720,29MAY2022:07:34:32.553
43446446,MH,2616,,28-May-22,KUL,BKI,,,,,,30816720,29MAY2022:07:34:32.553
43446447,MH,2621,,25-May-22,BKI,KUL,,,,,,30816721,29MAY2022:07:34:32.553
43446448,MH,1446,,25-May-22,KUL,LGK,,,,,,30816721,29MAY2022:07:34:32.553
43446449,MH,1433,,28-May-22,LGK,KUL,,,,,,30816722,29MAY2022:07:34:32.553
43446450,MH,2621,,25-May-22,BKI,KUL,,,,,,30816723,29MAY2022:07:34:32.553
43446451,MH,1446,,25-May-22,KUL,LGK,,,,,,30816723,29MAY2022:07:34:32.553
43446452,MH,2621,,25-May-22,BKI,KUL,,,,,,30816724,29MAY2022:07:34:32.553
43446453,MH,1446,,25-May-22,KUL,LGK,,,,,,30816724,29MAY2022:07:34:32.553
43446454,MH,2637,,24-May-22,BKI,KUL,,,,,,30816725,29MAY2022:07:34:32.553
43446455,MH,2638,,28-May-22,KUL,BKI,,,,,,30816726,29MAY2022:07:34:32.570
43446456,MH,2638,,28-May-22,KUL,BKI,,,,,,30816727,29MAY2022:07:34:32.570
43446457,MH,2641,,22-May-22,BKI,KUL,,,,,,30816728,29MAY2022:07:34:32.570
43446458,MH,1209,,28-May-22,AOR,KUL,,,,,,30816729,29MAY2022:07:34:32.570
43446459,MH,2638,,28-May-22,KUL,BKI,,,,,,30816729,29MAY2022:07:34:32.570
43446460,MH,1209,,28-May-22,AOR,KUL,,,,,,30816730,29MAY2022:07:34:32.570
43446461,MH,2638,,28-May-22,KUL,BKI,,,,,,30816730,29MAY2022:07:34:32.570
43446462,MH,2638,,28-May-22,KUL,BKI,,,,,,30816731,29MAY2022:07:34:32.570
43446463,MH,1433,,28-May-22,LGK,KUL,,,,,,30816732,29MAY2022:07:34:32.583
43446464,MH,2638,,28-May-22,KUL,BKI,,,,,,30816732,29MAY2022:07:34:32.583
43446465,MH,2637,,23-May-22,BKI,KUL,,,,,,30816733,29MAY2022:07:34:32.583
43446466,MH,1438,,23-May-22,KUL,LGK,,,,,,30816733,29MAY2022:07:34:32.583
43446467,MH,2638,,28-May-22,KUL,BKI,,,,,,30816734,29MAY2022:07:34:32.583
43446468,MH,2638,,28-May-22,KUL,BKI,,,,,,30816735,29MAY2022:07:34:32.583
43446469,MH,2611,,26-May-22,BKI,KUL,,,,,,30816736,29MAY2022:07:34:32.583
43446470,MH,2639,,22-May-22,BKI,KUL,,,,,,30816737,29MAY2022:07:34:32.583
43446471,MH,2616,,28-May-22,KUL,BKI,,,,,,30816738,29MAY2022:07:34:32.600
43446472,MH,2638,,28-May-22,KUL,BKI,,,,,,30816739,29MAY2022:07:34:32.600
43446473,MH,2638,,28-May-22,KUL,BKI,,,,,,30816740,29MAY2022:07:34:32.600
43446474,MH,2638,,28-May-22,KUL,BKI,,,,,,30816741,29MAY2022:07:34:32.600
43446475,MH,2638,,28-May-22,KUL,BKI,,,,,,30816742,29MAY2022:07:34:32.600
43446476,MH,2638,,28-May-22,KUL,BKI,,,,,,30816743,29MAY2022:07:34:32.600
43446477,MH,2638,,28-May-22,KUL,BKI,,,,,,30816744,29MAY2022:07:34:32.617
43446478,MH,2638,,28-May-22,KUL,BKI,,,,,,30816745,29MAY2022:07:34:32.617
43446479,MH,2638,,28-May-22,KUL,BKI,,,,,,30816746,29MAY2022:07:34:32.617
43446480,MH,1433,,28-May-22,LGK,KUL,,,,,,30816747,29MAY2022:07:34:32.617
43446481,MH,2638,,28-May-22,KUL,BKI,,,,,,30816747,29MAY2022:07:34:32.617
43446482,MH,2637,,23-May-22,BKI,KUL,,,,,,30816748,29MAY2022:07:34:32.617
43446483,MH,1438,,23-May-22,KUL,LGK,,,,,,30816748,29MAY2022:07:34:32.617
43446484,MH,1433,,28-May-22,LGK,KUL,,,,,,30816749,29MAY2022:07:34:32.617
43446485,MH,2638,,28-May-22,KUL,BKI,,,,,,30816749,29MAY2022:07:34:32.617
43446486,MH,2637,,23-May-22,BKI,KUL,,,,,,30816750,29MAY2022:07:34:32.630
43446487,MH,1438,,23-May-22,KUL,LGK,,,,,,30816750,29MAY2022:07:34:32.630
43446488,MH,2638,,28-May-22,KUL,BKI,,,,,,30816751,29MAY2022:07:34:32.630
43446489,MH,2637,,23-May-22,BKI,KUL,,,,,,30816752,29MAY2022:07:34:32.630
43446490,MH,1432,,23-May-22,KUL,LGK,,,,,,30816752,29MAY2022:07:34:32.630
43446491,MH,1433,,27-May-22,LGK,KUL,,,,,,30816753,29MAY2022:07:34:32.630
43446492,MH,2637,,23-May-22,BKI,KUL,,,,,,30816754,29MAY2022:07:34:32.630
43446493,MH,1432,,23-May-22,KUL,LGK,,,,,,30816754,29MAY2022:07:34:32.630
43446494,MH,1433,,28-May-22,LGK,KUL,,,,,,30816755,29MAY2022:07:34:32.647
43446495,MH,2638,,28-May-22,KUL,BKI,,,,,,30816755,29MAY2022:07:34:32.647
43446496,MH,2637,,23-May-22,BKI,KUL,,,,,,30816756,29MAY2022:07:34:32.647
43446497,MH,1438,,23-May-22,KUL,LGK,,,,,,30816756,29MAY2022:07:34:32.647
43446498,MH,2641,,28-May-22,BKI,KUL,,,,,,30816757,29MAY2022:07:42:51.967
43446499,MH,2646,,23-May-22,KUL,BKI,,,,,,30816758,29MAY2022:07:42:52.000
43446500,MH,2641,,28-May-22,BKI,KUL,,,,,,30816759,29MAY2022:07:42:52.030
43446501,MH,2641,,28-May-22,BKI,KUL,,,,,,30816760,29MAY2022:07:42:52.060
43446502,MH,2610,,26-May-22,KUL,BKI,,,,,,30816761,29MAY2022:07:42:52.090
43446503,MH,2641,,28-May-22,BKI,KUL,,,,,,30816762,29MAY2022:07:42:52.107
43446504,MH,2641,,28-May-22,BKI,KUL,,,,,,30816763,29MAY2022:07:42:52.140
43446505,MH,2646,,25-May-22,KUL,BKI,,,,,,30816764,29MAY2022:07:42:52.170
43446506,MH,2641,,28-May-22,BKI,KUL,,,,,,30816765,29MAY2022:07:42:52.200
43446507,MH,2641,,28-May-22,BKI,KUL,,,,,,30816766,29MAY2022:07:42:52.233
43446508,MH,2641,,28-May-22,BKI,KUL,,,,,,30816767,29MAY2022:07:42:52.263
43446509,MH,149,,28-May-22,KUL,MEL,,,,,,30816767,29MAY2022:07:42:52.263
43446510,MH,2641,,28-May-22,BKI,KUL,,,,,,30816768,29MAY2022:07:42:52.293
43446511,MH,2641,,28-May-22,BKI,KUL,,,,,,30816769,29MAY2022:07:42:52.327
43446512,MH,2646,,26-May-22,KUL,BKI,,,,,,30816770,29MAY2022:07:42:52.340
43446513,MH,2641,,28-May-22,BKI,KUL,,,,,,30816771,29MAY2022:07:42:52.373
43446514,MH,3017,,27-May-22,LDU,BKI,,,,,,30816772,29MAY2022:07:42:52.403
43446515,MH,2612,,25-May-22,KUL,BKI,,,,,,30816773,29MAY2022:07:42:52.420
43446516,MH,3016,,25-May-22,BKI,LDU,,,,,,30816773,29MAY2022:07:42:52.420
43446517,MH,2641,,28-May-22,BKI,KUL,,,,,,30816774,29MAY2022:07:42:52.450
43446518,MH,3017,,27-May-22,LDU,BKI,,,,,,30816775,29MAY2022:07:42:52.497
43446519,MH,2612,,25-May-22,KUL,BKI,,,,,,30816776,29MAY2022:07:42:52.513
43446520,MH,3016,,25-May-22,BKI,LDU,,,,,,30816776,29MAY2022:07:42:52.513
43446521,MH,2641,,28-May-22,BKI,KUL,,,,,,30816777,29MAY2022:07:42:52.543
43446522,MH,2641,,28-May-22,BKI,KUL,,,,,,30816778,29MAY2022:07:42:52.577
43446523,MH,2649,,26-May-22,BKI,KUL,,,,,,30816779,29MAY2022:07:42:52.607
43446524,MH,2616,,22-May-22,KUL,BKI,,,,,,30816780,29MAY2022:07:42:52.623
43446525,MH,2641,,28-May-22,BKI,KUL,,,,,,30816781,29MAY2022:07:42:52.670
43446526,MH,2641,,28-May-22,BKI,KUL,,,,,,30816782,29MAY2022:07:42:52.827
43446527,MH,2641,,28-May-22,BKI,KUL,,,,,,30816783,29MAY2022:07:42:52.840
43446528,MH,2646,,22-May-22,KUL,BKI,,,,,,30816784,29MAY2022:07:42:52.873
43446529,MH,2641,,28-May-22,BKI,KUL,,,,,,30816785,29MAY2022:07:42:52.920
43446530,MH,2641,,28-May-22,BKI,KUL,,,,,,30816786,29MAY2022:07:42:52.950
43446531,MH,2641,,28-May-22,BKI,KUL,,,,,,30816787,29MAY2022:07:42:52.983
43446532,MH,2612,,21-May-22,KUL,BKI,,,,,,30816788,29MAY2022:07:42:53.013
43446533,MH,2641,,28-May-22,BKI,KUL,,,,,,30816789,29MAY2022:07:42:53.043
43446534,MH,2641,,28-May-22,BKI,KUL,,,,,,30816790,29MAY2022:07:42:53.090
43446535,MH,2641,,28-May-22,BKI,KUL,,,,,,30816791,29MAY2022:07:42:53.123
43446536,MH,2641,,28-May-22,BKI,KUL,,,,,,30816792,29MAY2022:07:42:53.140
43446537,MH,2641,,28-May-22,BKI,KUL,,,,,,30816793,29MAY2022:07:42:53.157
43446538,MH,2603,,28-May-22,BKI,KUL,,,,,,30816794,29MAY2022:07:42:53.187
43446539,MH,2641,,28-May-22,BKI,KUL,,,,,,30816795,29MAY2022:07:42:53.233
43446540,MH,2641,,28-May-22,BKI,KUL,,,,,,30816796,29MAY2022:07:42:53.250
43446541,MH,160,,28-May-22,KUL,DOH,,,,,,30816796,29MAY2022:07:42:53.250
43446542,QR,69,,29-May-22,DOH,FRA,,,,,,30816796,29MAY2022:07:42:53.250
43446543,MH,2612,,25-May-22,KUL,BKI,,,,,,30816797,29MAY2022:07:42:53.280
43446544,MH,2641,,28-May-22,BKI,KUL,,,,,,30816798,29MAY2022:07:42:53.310
43446545,MH,2614,,25-May-22,KUL,BKI,,,,,,30816799,29MAY2022:07:42:53.327
43446546,MH,2645,,27-May-22,BKI,KUL,,,,,,30816800,29MAY2022:07:42:53.360
43446547,MH,2641,,28-May-22,BKI,KUL,,,,,,30816801,29MAY2022:07:42:53.390
43446548,MH,2641,,28-May-22,BKI,KUL,,,,,,30816802,29MAY2022:07:42:53.407
43446549,EY,411,,28-May-22,KUL,AUH,,,,,,30816802,29MAY2022:07:42:53.407
43446550,EY,97,,29-May-22,AUH,IST,,,,,,30816802,29MAY2022:07:42:53.407
43446551,MH,2641,,28-May-22,BKI,KUL,,,,,,30816803,29MAY2022:07:42:53.437
43446552,EY,411,,28-May-22,KUL,AUH,,,,,,30816803,29MAY2022:07:42:53.437
43446553,EY,97,,29-May-22,AUH,IST,,,,,,30816803,29MAY2022:07:42:53.437
43446554,MH,2649,,26-May-22,BKI,KUL,,,,,,30816804,29MAY2022:07:42:53.467
43446555,MH,2612,,25-May-22,KUL,BKI,,,,,,30816805,29MAY2022:07:42:53.483
43446556,MH,2645,,27-May-22,BKI,KUL,,,,,,30816806,29MAY2022:07:42:53.513
43446557,MH,2610,,25-May-22,KUL,BKI,,,,,,30816807,29MAY2022:07:42:53.547
43446558,MH,2610,,25-May-22,KUL,BKI,,,,,,30816808,29MAY2022:07:42:53.577
43446559,MH,2610,,26-May-22,KUL,BKI,,,,,,30816809,29MAY2022:07:42:53.593
43446560,MH,2641,,28-May-22,BKI,KUL,,,,,,30816810,29MAY2022:07:42:53.620
43446561,MH,2641,,28-May-22,BKI,KUL,,,,,,30816811,29MAY2022:07:42:53.653
43446562,MH,2641,,28-May-22,BKI,KUL,,,,,,30816812,29MAY2022:07:42:53.670
43446563,MH,2641,,28-May-22,BKI,KUL,,,,,,30816813,29MAY2022:07:42:53.700
43446564,EY,411,,28-May-22,KUL,AUH,,,,,,30816813,29MAY2022:07:42:53.700
43446565,EY,45,,29-May-22,AUH,DUB,,,,,,30816813,29MAY2022:07:42:53.700
43446566,MH,2641,,28-May-22,BKI,KUL,,,,,,30816814,29MAY2022:07:42:53.730
43446567,MH,2641,,28-May-22,BKI,KUL,,,,,,30816815,29MAY2022:07:42:53.780
43446568,MH,2616,,22-May-22,KUL,BKI,,,,,,30816816,29MAY2022:07:42:53.793
43446569,MH,2641,,28-May-22,BKI,KUL,,,,,,30816817,29MAY2022:07:42:53.827
43446570,MH,2641,,28-May-22,BKI,KUL,,,,,,30816818,29MAY2022:07:42:53.857
43446571,MH,2616,,22-May-22,KUL,BKI,,,,,,30816819,29MAY2022:07:42:53.903
43446572,MH,2641,,28-May-22,BKI,KUL,,,,,,30816820,29MAY2022:07:42:53.933
43446573,MH,2616,,22-May-22,KUL,BKI,,,,,,30816821,29MAY2022:07:42:53.950
43446574,MH,2641,,28-May-22,BKI,KUL,,,,,,30816822,29MAY2022:07:42:53.980
43446575,MH,2616,,22-May-22,KUL,BKI,,,,,,30816823,29MAY2022:07:42:53.997
43446576,MH,2612,,23-May-22,KUL,BKI,,,,,,30816824,29MAY2022:07:42:54.030
43446577,MH,2641,,28-May-22,BKI,KUL,,,,,,30816825,29MAY2022:07:42:54.043
43446578,MH,2612,,23-May-22,KUL,BKI,,,,,,30816826,29MAY2022:07:42:54.073
43446579,MH,2641,,28-May-22,BKI,KUL,,,,,,30816827,29MAY2022:07:42:54.090
43446580,MH,2646,,25-May-22,KUL,BKI,,,,,,30816828,29MAY2022:07:42:54.120
43446581,MH,2641,,28-May-22,BKI,KUL,,,,,,30816829,29MAY2022:07:42:54.153
43446582,MH,2641,,28-May-22,BKI,KUL,,,,,,30816830,29MAY2022:07:42:54.183
43446583,SQ,125,,28-May-22,KUL,SIN,,,,,,30816830,29MAY2022:07:42:54.183
43446584,SQ,255,,29-May-22,SIN,BNE,,,,,,30816830,29MAY2022:07:42:54.183
43446585,MH,2641,,28-May-22,BKI,KUL,,,,,,30816831,29MAY2022:07:42:54.200
43446586,MH,2646,,22-May-22,KUL,BKI,,,,,,30816832,29MAY2022:07:42:54.230
43446587,MH,2641,,28-May-22,BKI,KUL,,,,,,30816833,29MAY2022:07:42:54.247
43446588,MH,2646,,22-May-22,KUL,BKI,,,,,,30816834,29MAY2022:07:42:54.280
43446589,MH,2641,,28-May-22,BKI,KUL,,,,,,30816835,29MAY2022:07:42:54.310
43446590,MH,2640,,24-May-22,KUL,BKI,,,,,,30816836,29MAY2022:07:42:54.340
43446591,MH,2641,,28-May-22,BKI,KUL,,,,,,30816837,29MAY2022:07:42:54.370
43446592,MH,2640,,24-May-22,KUL,BKI,,,,,,30816838,29MAY2022:07:42:54.403
43446593,MH,2641,,28-May-22,BKI,KUL,,,,,,30816839,29MAY2022:07:42:54.403
43446594,MH,2641,,28-May-22,BKI,KUL,,,,,,30816840,29MAY2022:07:42:54.420
43446595,MH,2641,,28-May-22,BKI,KUL,,,,,,30816841,29MAY2022:07:42:54.420
43446596,MH,2641,,28-May-22,BKI,KUL,,,,,,30816842,29MAY2022:07:42:54.433
43446597,MH,160,,28-May-22,KUL,DOH,,,,,,30816842,29MAY2022:07:42:54.433
43446598,QR,69,,29-May-22,DOH,FRA,,,,,,30816842,29MAY2022:07:42:54.433
43446599,MH,2641,,28-May-22,BKI,KUL,,,,,,30816843,29MAY2022:07:42:54.433
43446600,EK,347,,28-May-22,KUL,DXB,,,,,,30816843,29MAY2022:07:42:54.433
43446601,MH,2641,,28-May-22,BKI,KUL,,,,,,30816844,29MAY2022:07:42:54.433
43446602,EY,411,,28-May-22,KUL,AUH,,,,,,30816844,29MAY2022:07:42:54.433
43446603,EY,5,,29-May-22,AUH,MUC,,,,,,30816844,29MAY2022:07:42:54.433
43446604,MH,2616,,22-May-22,KUL,BKI,,,,,,30816845,29MAY2022:07:42:54.467
43446605,MH,2641,,28-May-22,BKI,KUL,,,,,,30816846,29MAY2022:07:42:54.497
43446606,MH,2616,,22-May-22,KUL,BKI,,,,,,30816847,29MAY2022:07:42:54.530
43446607,MH,2616,,22-May-22,KUL,BKI,,,,,,30816848,29MAY2022:07:42:54.560
43446608,MH,2641,,28-May-22,BKI,KUL,,,,,,30816849,29MAY2022:07:42:54.590
43446609,MH,2641,,28-May-22,BKI,KUL,,,,,,30816850,29MAY2022:07:42:54.623
43446610,EY,411,,28-May-22,KUL,AUH,,,,,,30816850,29MAY2022:07:42:54.623
43446611,EY,77,,29-May-22,AUH,AMS,,,,,,30816850,29MAY2022:07:42:54.623
43446612,MH,2616,,22-May-22,KUL,BKI,,,,,,30816851,29MAY2022:07:42:54.640
43446613,MH,2641,,28-May-22,BKI,KUL,,,,,,30816852,29MAY2022:07:42:54.670
43446614,MH,2616,,22-May-22,KUL,BKI,,,,,,30816853,29MAY2022:07:42:54.700
43446615,MH,2616,,22-May-22,KUL,BKI,,,,,,30816854,29MAY2022:07:42:54.730
43446616,MH,2616,,22-May-22,KUL,BKI,,,,,,30816855,29MAY2022:07:42:54.763
43446617,MH,2616,,22-May-22,KUL,BKI,,,,,,30816856,29MAY2022:07:42:54.783
43446618,MH,2646,,25-May-22,KUL,BKI,,,,,,30816857,29MAY2022:07:42:54.813
43446619,MH,2641,,28-May-22,BKI,KUL,,,,,,30816858,29MAY2022:07:42:54.843
43446620,MH,2641,,28-May-22,BKI,KUL,,,,,,30816859,29MAY2022:07:42:54.860
43446621,MH,2641,,28-May-22,BKI,KUL,,,,,,30816860,29MAY2022:07:42:54.890
43446622,MH,2641,,28-May-22,BKI,KUL,,,,,,30816861,29MAY2022:07:42:54.923
43446623,MH,2641,,28-May-22,BKI,KUL,,,,,,30816862,29MAY2022:07:42:54.953
43446624,MH,2641,,28-May-22,BKI,KUL,,,,,,30816863,29MAY2022:07:42:55.000
43446625,MH,2641,,28-May-22,BKI,KUL,,,,,,30816864,29MAY2022:07:42:55.033
43446626,MH,2641,,28-May-22,BKI,KUL,,,,,,30816865,29MAY2022:07:42:55.063
43446627,EY,411,,28-May-22,KUL,AUH,,,,,,30816865,29MAY2022:07:42:55.063
43446628,EY,11,,29-May-22,AUH,LHR,,,,,,30816865,29MAY2022:07:42:55.063
43446629,MH,2806,,21-May-22,KCH,BKI,,,,,,30816866,29MAY2022:07:42:55.093
43446630,MH,2645,,28-May-22,BKI,KUL,,,,,,30816867,29MAY2022:07:42:55.127
43446631,MH,2641,,28-May-22,BKI,KUL,,,,,,30816868,29MAY2022:07:42:55.140
43446632,MH,2646,,24-May-22,KUL,BKI,,,,,,30816869,29MAY2022:07:42:55.170
43446633,MH,2641,,28-May-22,BKI,KUL,,,,,,30816870,29MAY2022:07:42:55.200
43446634,MH,2645,,28-May-22,BKI,KUL,,,,,,30816871,29MAY2022:07:47:52.807
43446635,WY,824,,28-May-22,KUL,MCT,,,,,,30816871,29MAY2022:07:47:52.807
43446636,WY,603,,29-May-22,MCT,DXB,,,,,,30816871,29MAY2022:07:47:52.807
43446637,MH,3,,17-May-22,LHR,KUL,,,,,,30816872,29MAY2022:07:47:52.840
43446638,MH,2668,,18-May-22,KUL,SDK,,,,,,30816872,29MAY2022:07:47:52.840
43446639,MH,2645,,28-May-22,BKI,KUL,,,,,,30816873,29MAY2022:07:47:52.870
43446640,MH,3,,17-May-22,LHR,KUL,,,,,,30816874,29MAY2022:07:47:52.917
43446641,MH,2668,,18-May-22,KUL,SDK,,,,,,30816874,29MAY2022:07:47:52.917
43446642,MH,2645,,28-May-22,BKI,KUL,,,,,,30816875,29MAY2022:07:47:52.950
43446643,MH,2,,28-May-22,KUL,LHR,,,,,,30816875,29MAY2022:07:47:52.950
43446644,MH,2645,,28-May-22,BKI,KUL,,,,,,30816876,29MAY2022:07:47:52.980
43446645,MH,149,,28-May-22,KUL,MEL,,,,,,30816876,29MAY2022:07:47:52.980
43446646,MH,2614,,25-May-22,KUL,BKI,,,,,,30816877,29MAY2022:07:47:53.010
43446647,MH,2645,,28-May-22,BKI,KUL,,,,,,30816878,29MAY2022:07:47:53.043
43446648,MH,2638,,25-May-22,KUL,BKI,,,,,,30816879,29MAY2022:07:47:53.073
43446649,MH,2645,,28-May-22,BKI,KUL,,,,,,30816880,29MAY2022:07:47:53.103
43446650,MH,3,,17-May-22,LHR,KUL,,,,,,30816881,29MAY2022:07:47:53.243
