CPR_ORIGIN,CPR_DESTINATION,ID_LEGLEVEL_LEGROUTING,CPR_IDENTITERMINAL,CPR_LOCIDENTERMINAL,CPR_TRANSSTAGEQUALIFIER,CPR_AIRLINEDESIGNATOR,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_UNIQUEREFERENCE,CPR_ATTRIBUTETYPE,CPR_ATTRIDESCRIPTION,CPR_CLASSDESIGNATOR,CPR_TYPE1,CPR_TYPE2,CPR_VALUE1,CPR_VALUE2,CPR_TEXTSUBQUALIFIER,CPR_CODEDLANGUAGE,CPR_CODEDSOURCE,CPR_ENCODING,CPR_TEXTFREETEXT,CPR_ACTIONREQCODE,CPR_TEXTSEMANTIC,CPR_TEXTLANGUAGE,CPR_TEXTSOURCE,CPR_TEXTENCODING,CPR_FREETEXT,CPR_CLSOFSERVICE,ID_PRODUCTLEVEL,CPR_COACHNUMBER,CPR_TEXTSUBQUALIFIER1,CPR_INFORMATIONTYPE1,CPR_CODEDLANGUAGE1,CPR_CODEDSOURCE1,CPR_ENCODING1,CPR_FREETEXT1,CPR_CODEDINDICATOR,CPR_CODEDACTION,CPR_CODEDSTATUSREASON,CPR_SEATNUMBER,DWH_SNAPSHOTTIMESTAMP
KUL,BTU,156355134,M,,,,,,,,,,4,,KUL-069,,3,,M,1,,,,,,,OK,,155689913,,,,,,,,PPD,0,,,29MAY2022:09:17:06.553
BTU,KUL,156355135,,,,,,,,,,,,,,,,,,,,,,,,,,,155689914,,,,,,,,PPD,0,,,29MAY2022:09:17:06.570
PEN,KUL,156355136,,M,,,,,,,,,4,,PEN-021,,,,,,,,,,,,,,155689915,,,,,,,,PPD,0,,,29MAY2022:09:17:06.603
KUL,BTU,156355137,M,,,,,,,,,,4,,KUL-011,,,,,,,,,,,,,,155689916,,,,,,,,PPD,0,,,29MAY2022:09:17:06.633
KUL,BTU,156355138,M,,,,,,,,,,4,,KUL-057,,,,,,,,,,,,,,155689917,,,,,,,,PPD,0,,,29MAY2022:09:17:06.680
BTU,KUL,156355139,,,,,,,,,,,,,,,,,,,,,,,,,,,155689918,,,,,,,,PPD,0,,,29MAY2022:09:17:06.697
KUL,BTU,156355140,M,,,,,,,,,,4,,KUL-056,,,,,,,,,,,,,,155689919,,,,,,,,PPD,0,,,29MAY2022:09:17:06.730
BTU,KUL,156355141,,,,,,,,,,,,,,,,,,,,,,,,,,,155689920,,,,,,,,PPD,0,,,29MAY2022:09:17:06.760
KUL,BTU,156355142,M,,,,,,,,,,4,,KUL-055,,,,,,,,,,,,,,155689921,,,,,,,,PPD,0,,,29MAY2022:09:17:06.790
BTU,KUL,156355143,,,,,,,,,,,,,,,,,,,,,,,,,,,155689922,,,,,,,,PPD,0,,,29MAY2022:09:17:06.807
KUL,BTU,156355144,M,,,,,,,,,,4,,KUL-049,,,,,,,,,,,,,,155689923,,,,,,,,PPD,0,,,29MAY2022:09:17:06.883
BTU,KUL,156355145,,,,,,,,,,,,,,,,,,,,,,,,,,,155689924,,,,,,,,PPD,0,,,29MAY2022:09:17:06.993
KUL,BTU,156355146,M,,,,,,,,,,4,,KUL-048,,,,,,,,,,,,,,155689925,,,,,,,,PPD,0,,,29MAY2022:09:17:07.167
BTU,KUL,156355147,,,,,,,,,,,,,,,,,,,,,,,,,,,155689926,,,,,,,,PPD,0,,,29MAY2022:09:17:07.290
KUL,BTU,156355148,M,,,,,,,,,,4,,KUL-066,,,,,,,,,,,,,,155689927,,,,,,,,PPD,0,,,29MAY2022:09:17:07.463
BTU,KUL,156355149,,,,,,,,,,,,,,,,,,,,,,,,,,,155689928,,,,,,,,PPD,0,,,29MAY2022:09:17:07.587
KUL,BTU,156355150,M,,,,,,,,,,4,,KUL-081,,,,,,,,,,,,,,155689929,,,,,,,,PPD,0,,,29MAY2022:09:17:07.790
BTU,KUL,156355151,,,,,,,,,,,,,,,,,,,,,,,,,,,155689930,,,,,,,,PPD,0,,,29MAY2022:09:17:07.883
KUL,BTU,156355152,M,,,,,,,,,,4,,KUL-080,,,,,,,,,,,,,,155689931,,,,,,,,PPD,0,,,29MAY2022:09:17:07.963
BTU,KUL,156355153,,,,,,,,,,,,,,,,,,,,,,,,,,,155689932,,,,,,,,PPD,0,,,29MAY2022:09:17:07.993
LHR,KUL,156355154,2,M,,,,,,,,,,,,,,,,,,,,,,,,,155689933,,,,,,,,PPD,0,,,29MAY2022:09:17:08.023
KUL,BTU,156355155,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689934,,,,,,,,PPD,0,,,29MAY2022:09:17:08.040
KUL,BTU,156355156,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689935,,,,,,,,PPD,0,,,29MAY2022:09:17:08.057
BTU,KUL,156355157,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689936,,,,,,,,PPD,0,,,29MAY2022:09:17:08.070
BTU,KUL,156355158,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689937,,,,,,,,PPD,0,,,29MAY2022:09:17:08.120
KUL,LHR,156355159,M,2,,,,,,,,,,,,,,,,,,,,,,,,,155689938,,,,,,,,PPD,0,,,29MAY2022:09:17:08.133
LHR,KUL,156355160,2,M,,,,,,,,,,,,,,,,,,,,,,,,,155689939,,,,,,,,PPD,0,,,29MAY2022:09:17:08.167
KUL,BTU,156355161,M,,,,,,,,,,4,,KUL-089,,,,,,,,,,,,,,155689940,,,,,,,,PPD,0,,,29MAY2022:09:17:08.180
KUL,BTU,156355162,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689941,,,,,,,,PPD,0,,,29MAY2022:09:17:08.197
BTU,KUL,156355163,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689942,,,,,,,,PPD,0,,,29MAY2022:09:17:08.243
BTU,KUL,156355164,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689943,,,,,,,,PPD,0,,,29MAY2022:09:17:08.260
KUL,LHR,156355165,M,2,,,,,,,,,,,,,,,,,,,,,,,,,155689944,,,,,,,,PPD,0,,,29MAY2022:09:17:08.273
KUL,BTU,156355166,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689945,,,,,,,,PPD,0,,,29MAY2022:09:17:08.290
KUL,BTU,156355167,M,,,,,,,,,,4,,KUL-024,,,,,,,,,,,,,,155689946,,,,,,,,PPD,0,,,29MAY2022:09:17:08.320
BTU,KUL,156355168,,,,,,,,,,,,,,,,,,,,,,,,,,,155689947,,,,,,,,PPD,0,,,29MAY2022:09:17:08.337
KUL,BTU,156355169,M,,,,,,,,,,4,,KUL-023,,,,,,,,,,,,,,155689948,,,,,,,,PPD,0,,,29MAY2022:09:17:08.370
BTU,KUL,156355170,,,,,,,,,,,,,,,,,,,,,,,,,,,155689949,,,,,,,,PPD,0,,,29MAY2022:09:17:08.383
KUL,BTU,156355171,M,,,,,,,,,,4,,KUL-021,,,,,,,,,,,,,,155689950,,,,,,,,PPD,0,,,29MAY2022:09:17:08.417
BTU,KUL,156355172,,,,,,,,,,,,,,,,,,,,,,,,,,,155689951,,,,,,,,PPD,0,,,29MAY2022:09:17:08.430
KUL,BTU,156355173,M,,,,,,,,,,4,,KUL-020,,,,,,,,,,,,,,155689952,,,,,,,,PPD,0,,,29MAY2022:09:17:08.463
BTU,KUL,156355174,,,,,,,,,,,,,,,,,,,,,,,,,,,155689953,,,,,,,,PPD,0,,,29MAY2022:09:17:08.480
BTU,KUL,156355175,,M,,,,,,,,,4,,BTU-040,,,,,,,,,,,,,,155689954,,,,,,,,PPD,0,,,29MAY2022:09:17:08.510
BTU,KUL,156355176,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689955,,,,,,,,PPD,0,,,29MAY2022:09:17:08.523
KUL,BTU,156355177,M,,,,,,,,,,4,,KUL-075,,,,,,,,,,,,,,155689956,,,,,,,,PPD,0,,,29MAY2022:09:17:08.570
KUL,BTU,156355178,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689957,,,,,,,,PPD,0,,,29MAY2022:09:17:08.587
KUL,BTU,156355179,M,,,,,,,,,,4,,KUL-022,,,,,,,,,,,,,,155689958,,,,,,,,PPD,0,,,29MAY2022:09:17:08.603
BTU,KUL,156355180,,,,,,,,,,,,,,,,,,,,,,,,,,,155689959,,,,,,,,PPD,0,,,29MAY2022:09:17:08.630
KUL,BTU,156355181,M,,,,,,,,,,4,,KUL-050,,,,,,,,,,,,,,155689960,,,,,,,,PPD,0,,,29MAY2022:09:17:08.650
BTU,KUL,156355182,,,,,,,,,,,,,,,,,,,,,,,,,,,155689961,,,,,,,,PPD,0,,,29MAY2022:09:17:08.663
PEN,KUL,156355183,,M,,,,,,,,,4,,PEN-141,,,,,,,,,,,,,,155689962,,,,,,,,PPD,0,,,29MAY2022:09:17:08.697
KUL,BTU,156355184,M,,,,,,,,,,4,,KUL-073,,,,,,,,,,,,,,155689963,,,,,,,,PPD,0,,,29MAY2022:09:17:08.730
BTU,KUL,156355185,,,,,,,,,,,,,,,,,,,,,,,,,,,155689964,,,,,,,,PPD,0,,,29MAY2022:09:17:08.747
KUL,PEN,156355186,,,,,,,,,,,,,,,,,,,,,,,,,,,155689965,,,,,,,,PPD,0,,,29MAY2022:09:17:08.760
KUL,BTU,156355187,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689966,,,,,,,,PPD,0,,,29MAY2022:09:17:08.790
BTU,KUL,156355188,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689967,,,,,,,,PPD,0,,,29MAY2022:09:17:08.810
KUL,BTU,156355189,M,,,,,,,,,,,,,,,,,,,,,,,,,,155689968,,,,,,,,PPD,0,,,29MAY2022:09:17:08.823
BTU,KUL,156355190,,M,,,,,,,,,,,,,,,,,,,,,,,,,155689969,,,,,,,,PPD,0,,,29MAY2022:09:17:08.840
KUL,BTU,156355191,M,,,,,,,,,,4,,KUL-042,,3,,M,1,,,,,,,PAX NOT TRAVEL ADVICED BY FRIEND SN3F AND SN2D,,155689970,,,,,,,,PPD,0,,,29MAY2022:09:17:08.870
KUL,BTU,156355192,M,,,,,,,,,,4,,KUL-043,,,,,,,,,,,,,,155689971,,,,,,,,PPD,0,,,29MAY2022:09:17:08.887
MAA,KUL,156355193,4,M,,,,,,,,,4,,MAA-022,,,,,,,,,,,,,,155689972,,,,,,,,PPD,0,,,29MAY2022:09:17:08.917
KUL,BTU,156355194,M,,,,,,,,,,4,,KUL-009,,,,,,,,,,,,,,155689973,,,,,,,,PPD,0,,,29MAY2022:09:17:08.963
KUL,BTU,156355195,M,,,,,,,,,,4,,KUL-040,,,,,,,,,,,,,,155689974,,,,,,,,PPD,0,,,29MAY2022:09:17:08.997
BTU,LGK,156355196,,,,,,,,,,,4,,BTU-092,,,,,,,,,,,,,,155689975,,,,,,,,PPD,0,,,29MAY2022:09:17:09.010
LGK,KUL,156355197,,,,,,,,,,,4,,BTU-092,,,,,,,,,,,,,,155689975,,,,,,,,PPD,0,,,29MAY2022:09:17:09.027
KUL,BTU,156355198,M,,,,,,,,,J,4,,KUL-059,,,,,,,,,,,,,,155689976,,,,,,,,PPD,0,,,29MAY2022:09:17:09.060
KUL,BTU,156355199,M,,,,,,,,,,4,,KUL-013,,,,,,,,,,,,,,155689977,,,,,,,,PPD,0,,,29MAY2022:09:17:09.090
KUL,BTU,156355200,M,,,,,,,,,,4,,KUL-026,,,,,,,,,,,,,,155689978,,,,,,,,PPD,0,,,29MAY2022:09:17:09.167
BTU,KUL,156355201,,,,,,,,,,,,,,,,,,,,,,,,,,,155689979,,,,,,,,PPD,0,,,29MAY2022:09:17:09.183
KUL,BTU,156355202,M,,,,,,,,,,4,,KUL-025,,,,,,,,,,,,,,155689980,,,,,,,,PPD,0,,,29MAY2022:09:17:09.213
BTU,KUL,156355203,,,,,,,,,,,,,,,,,,,,,,,,,,,155689981,,,,,,,,PPD,0,,,29MAY2022:09:17:09.230
KUL,BTU,156355204,M,,,,,,,,,,4,,KUL-052,,,,,,,,,,,,,,155689982,,,,,,,,PPD,0,,,29MAY2022:09:17:09.293
BTU,KUL,156355205,,,,,,,,,,,,,,,,,,,,,,,,,,,155689983,,,,,,,,PPD,0,,,29MAY2022:09:17:09.310
KUL,BTU,156355206,M,,,,,,,,,,4,,KUL-054,,,,,,,,,,,,,,155689984,,,,,,,,PPD,0,,,29MAY2022:09:17:09.340
BTU,KUL,156355207,,,,,,,,,,,,,,,,,,,,,,,,,,,155689985,,,,,,,,PPD,0,,,29MAY2022:09:17:09.357
KUL,BTU,156355208,M,,,,,,,,,,4,,KUL-053,,,,,,,,,,,,,,155689986,,,,,,,,PPD,0,,,29MAY2022:09:17:09.387
BTU,KUL,156355209,,,,,,,,,,,,,,,,,,,,,,,,,,,155689987,,,,,,,,PPD,0,,,29MAY2022:09:17:09.400
KUL,BTU,156355210,M,,,,,,,,,,4,,KUL-051,,,,,,,,,,,,,,155689988,,,,,,,,PPD,0,,,29MAY2022:09:17:09.433
BTU,KUL,156355211,,,,,,,,,,,,,,,,,,,,,,,,,,,155689989,,,,,,,,PPD,0,,,29MAY2022:09:17:09.450
KUL,BTU,156355212,M,,,,,,,,,,4,,KUL-005,,,,,,,,,,,,,,155689990,,,,,,,,PPD,0,,,29MAY2022:09:17:09.480
BTU,KUL,156355213,,,,,,,,,,,,,,,,,,,,,,,,,,,155689991,,,,,,,,PPD,0,,,29MAY2022:09:17:09.497
BTU,KUL,156355214,,,,,,,,,,,4,,BTU-123,,,,,,,,,,,,,,155689992,,,,,,,,PPD,0,,,29MAY2022:09:17:09.510
KUL,BTU,156355215,M,,,,,,,,,,4,,KUL-085,,,,,,,,,,,,,,155689993,,,,,,,,PPD,0,,,29MAY2022:09:17:09.543
BTU,SBW,156355216,,,,,,,,,,,4,,BTU-008,,,,,,,,,,,,,,155689994,,,,,,,,PPD,0,,,29MAY2022:09:17:09.573
SBW,KUL,156355217,,,,,,,,,,,4,,SBW-033,,,,,,,,,,,,,,155689995,,,,,,,,PPD,0,,,29MAY2022:09:17:09.590
BTU,KUL,156355218,,,,,,,,,,,4,,BTU-073,,3,,M,1,,,,,,,NOSHOW,,155689996,,,,,,,,PPD,0,,,29MAY2022:09:17:09.607
BTU,KUL,156355219,,,,,,,,,,,,,,,,,,,,,,,,,,,155689997,,,,,,,,PPD,0,,,29MAY2022:09:17:09.637
KUL,TGG,156355220,,,,,,,,,,,4,,KUL-016,,,,,,,,,,,,,,155689998,,,,,,,,PPD,0,,,29MAY2022:09:17:09.653
KUL,TGG,156355221,,,,,,,,,,,,,,,,,,,,,,,,,,,155689999,,,,,,,,PPD,0,,,29MAY2022:09:17:09.670
TGG,KUL,156355222,,M,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155690000,,,,,,,,PPD,0,,,29MAY2022:09:17:09.683
KUL,BTU,156355223,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155690001,,,,,,,,PPD,0,,,29MAY2022:09:17:09.717
KUL,BTU,156355224,M,,,,,,,,,,4,,KUL-044,,,,,,,,,,,,,,155690002,,,,,,,,PPD,0,,,29MAY2022:09:17:09.747
KUL,BTU,156355225,M,,,,,,,,,,,,,,,,,,,,,,,,,,155690003,,,,,,,,PPD,0,,,29MAY2022:09:17:09.763
KUL,BTU,156355226,M,,,,,,,,,,4,,KUL-088,,,,,,,,,,,,,,155690004,,,,,,,,PPD,0,,,29MAY2022:09:17:09.793
MAA,KUL,156355227,4,M,,,,,,,,,,,,,,,,,,,,,,,,,155690005,,,,,,,,PPD,0,,,29MAY2022:09:17:09.827
KUL,BTU,156355228,M,,,,,,,,,,,,,,,,,,,,,,,,,,155690006,,,,,,,,PPD,0,,,29MAY2022:09:17:09.840
MAA,KUL,156355229,,,,,,,,,,,,,,,,,,,,,,,,,,,155690007,,,,,,,,PPD,0,,,29MAY2022:09:17:09.857
KUL,BTU,156355230,,,,,,,,,,,,,,,,,,,,,,,,,,,155690008,,,,,,,,PPD,0,,,29MAY2022:09:17:09.870
BTU,KUL,156355231,,,,,,,,,,,,,,,,,,,,,,,,,,,155690009,,,,,,,,PPD,0,,,29MAY2022:09:17:09.887
KUL,MAA,156355232,,,,,,,,,,,,,,,,,,,,,,,,,,,155690010,,,,,,,,PPD,0,,,29MAY2022:09:17:09.903
KUL,BTU,156355233,M,,,,,,,,,,,,,,,,,,,,,,,,,,155690011,,,,,,,,PPD,0,,,29MAY2022:09:17:09.933
BTU,KUL,156355234,,M,,,,,,,,,,,,,,,,,,,,,,,,,155690012,,,,,,,,PPD,0,,,29MAY2022:09:17:09.950
KUL,BTU,156355235,M,,,,,,,,,,,,,,,,,,,,,,,,,,155690013,,,,,,,,PPD,0,,,29MAY2022:09:17:09.967
BTU,KUL,156355236,,M,,,,,,,,,,,,,,,,,,,,,,,,,155690014,,,,,,,,PPD,0,,,29MAY2022:09:17:09.980
KUL,BTU,156355237,M,,,,,,,,,,4,,KUL-012,,,,,,,,,,,,,,155690015,,,,,,,,PPD,0,,,29MAY2022:09:17:10.013
BTU,KUL,156355238,,,,,,,,,,,,,,,,,,,,,,,,,,,155690016,,,,,,,,PPD,0,,,29MAY2022:09:17:10.043
BTU,KUL,156355239,,,,,,,,,,,,,,,,,,,,,,,,,,,155690017,,,,,,,,PPD,0,,,29MAY2022:09:17:10.077
KUL,TGG,156355240,,,,,,,,,,,,,,,,,,,,,,,,,,,155690018,,,,,,,,PPD,0,,,29MAY2022:09:17:10.090
TGG,KUL,156355241,,M,,,,,,,,,4,,TGG-029,,,,,,,,,,,,,,155690019,,,,,,,,PPD,0,,,29MAY2022:09:17:10.120
TGG,KUL,156355242,,M,,,,,,,,,,,,,,,,,,,,,,,,,155690020,,,,,,,,PPD,0,,,29MAY2022:09:17:10.137
KUL,BTU,156355243,M,,,,,,,,,,4,,KUL-058,,,,,,,,,,,,,,155690021,,,,,,,,PPD,0,,,29MAY2022:09:17:10.183
KUL,BTU,156355244,M,,,,,,,,,,,,,,,,,,,,,,,,,,155690022,,,,,,,,PPD,0,,,29MAY2022:09:17:10.247
BTU,KUL,156355245,,,,,,,,,,,4,,BTU-085,,,,,,,,,,,,,,155690023,,,,,,,,PPD,0,,,29MAY2022:09:17:10.263
KUL,BTU,156355246,M,,,,,,,,,,4,,KUL-015,,,,,,,,,,,,,,155690024,,,,,,,,PPD,0,,,29MAY2022:09:17:10.310
KUL,BTU,156355247,M,,,,,,,,,,4,,KUL-045,,,,,,,,,,,,,,155690025,,,,,,,,PPD,0,,,29MAY2022:09:17:10.327
KUL,BTU,156355248,M,,,,,,,,,,4,,KUL-067,,,,,,,,,,,,,,155690026,,,,,,,,PPD,0,,,29MAY2022:09:17:10.370
BTU,KUL,156355249,,,,,,,,,,,,,,,,,,,,,,,,,,,155690027,,,,,,,,PPD,0,,,29MAY2022:09:17:10.387
BTU,KUL,156355250,,M,,,,,,,,,4,,BTU-027,,,,,,,,,,,,,,155690028,,,,,,,,PPD,0,,,29MAY2022:09:23:47.280
KUL,MEL,156355251,M,2,,,,,,,,,4,,KUL-012,,,,,,,,,,,,,,155690029,,,,,,,,PPD,0,,,29MAY2022:09:23:47.310
MEL,KUL,156355252,,,,,,,,,,,,,,,,,,,,,,,,,,,155690030,,,,,,,,PPD,0,,,29MAY2022:09:23:47.327
KUL,BTU,156355253,,,,,,,,,,,,,,,,,,,,,,,,,,,155690031,,,,,,,,PPD,0,,,29MAY2022:09:23:47.340
BTU,KUL,156355254,,M,,,,,,,,,4,,BTU-037,,,,,,,,,,,,,,155690032,,,,,,,,PPD,0,,,29MAY2022:09:23:47.373
KUL,BTU,156355255,,,,,,,,,,,,,,,,,,,,,,,,,,,155690033,,,,,,,,PPD,0,,,29MAY2022:09:23:47.387
BTU,KUL,156355256,,M,,,,,,,,,4,,BTU-036,,,,,,,,,,,,,,155690034,,,,,,,,PPD,0,,,29MAY2022:09:23:47.420
KUL,BTU,156355257,,,,,,,,,,,,,,,,,,,,,,,,,,,155690035,,,,,,,,PPD,0,,,29MAY2022:09:23:47.433
KUL,BTU,156355258,,,,,,,,,,,4,,KUL-082,,,,,,,,,,,,,,155690036,,,,,,,,PPD,0,,,29MAY2022:09:23:47.480
BTU,KUL,156355259,,M,,,,,,,,,4,,BTU-084,,,,,,,,,,,,,,155690037,,,,,,,,PPD,0,,,29MAY2022:09:23:47.497
KUL,BTU,156355260,,,,,,,,,,,4,,KUL-087,,,,,,,,,,,,,,155690038,,,,,,,,PPD,0,,,29MAY2022:09:23:47.543
BTU,KUL,156355261,,M,,,,,,,,,4,,BTU-090,,,,,,,,,,,,,,155690039,,,,,,,,PPD,0,,,29MAY2022:09:23:47.560
KUL,BTU,156355262,,,,,,,,,,,4,,KUL-088,,,,,,,,,,,,,,155690040,,,,,,,,PPD,0,,,29MAY2022:09:23:47.590
BTU,KUL,156355263,,M,,,,,,,,,4,,BTU-091,,,,,,,,,,,,,,155690041,,,,,,,,PPD,0,,,29MAY2022:09:23:47.607
KUL,BTU,156355264,,,,,,,,,,,4,,KUL-083,,,,,,,,,,,,,,155690042,,,,,,,,PPD,0,,,29MAY2022:09:23:47.637
BTU,KUL,156355265,,M,,,,,,,,,4,,BTU-088,,,,,,,,,,,,,,155690043,,,,,,,,PPD,0,,,29MAY2022:09:23:47.653
KUL,BTU,156355266,,,,,,,,,,,4,,KUL-085,,,,,,,,,,,,,,155690044,,,,,,,,PPD,0,,,29MAY2022:09:23:47.683
BTU,KUL,156355267,,M,,,,,,,,,4,,BTU-089,,,,,,,,,,,,,,155690045,,,,,,,,PPD,0,,,29MAY2022:09:23:47.717
KUL,BTU,156355268,,,,,,,,,,,4,,KUL-084,,,,,,,,,,,,,,155690046,,,,,,,,PPD,0,,,29MAY2022:09:23:47.730
BTU,KUL,156355269,,M,,,,,,,,,4,,BTU-086,,,,,,,,,,,,,,155690047,,,,,,,,PPD,0,,,29MAY2022:09:23:47.763
KUL,BTU,156355270,,,,,,,,,,,4,,KUL-086,,,,,,,,,,,,,,155690048,,,,,,,,PPD,0,,,29MAY2022:09:23:47.793
BTU,KUL,156355271,,M,,,,,,,,,4,,BTU-085,,,,,,,,,,,,,,155690049,,,,,,,,PPD,0,,,29MAY2022:09:23:47.840
KUL,BTU,156355272,,,,,,,,,,,4,,KUL-081,,,,,,,,,,,,,,155690050,,,,,,,,PPD,0,,,29MAY2022:09:23:47.873
BTU,KUL,156355273,,M,,,,,,,,,4,,BTU-083,,,,,,,,,,,,,,155690051,,,,,,,,PPD,0,,,29MAY2022:09:23:47.887
KUL,BTU,156355274,,,,,,,,,,,4,,KUL-079,,,,,,,,,,,,,,155690052,,,,,,,,PPD,0,,,29MAY2022:09:23:47.920
BTU,KUL,156355275,,M,,,,,,,,,4,,BTU-087,,,,,,,,,,,,,,155690053,,,,,,,,PPD,0,,,29MAY2022:09:23:47.933
BTU,KUL,156355276,,M,,,,,,,,,4,,BTU-029,,,,,,,,,,,,,,155690054,,,,,,,,PPD,0,,,29MAY2022:09:23:47.980
KUL,MEL,156355277,M,2,,,,,,,,,4,,KUL-014,,,,,,,,,,,,,,155690055,,,,,,,,PPD,0,,,29MAY2022:09:23:48.013
MEL,KUL,156355278,,,,,,,,,,,,,,,,,,,,,,,,,,,155690056,,,,,,,,PPD,0,,,29MAY2022:09:23:48.043
KUL,BTU,156355279,,,,,,,,,,,,,,,,,,,,,,,,,,,155690057,,,,,,,,PPD,0,,,29MAY2022:09:23:48.060
BTU,KUL,156355280,,M,,,,,,,,,4,,BTU-028,,,,,,,,,,,,,,155690058,,,,,,,,PPD,0,,,29MAY2022:09:23:48.107
KUL,MEL,156355281,M,2,,,,,,,,,4,,KUL-013,,,,,,,,,,,,,,155690059,,,,,,,,PPD,0,,,29MAY2022:09:23:48.137
MEL,KUL,156355282,,,,,,,,,,,,,,,,,,,,,,,,,,,155690060,,,,,,,,PPD,0,,,29MAY2022:09:23:48.153
KUL,BTU,156355283,,,,,,,,,,,,,,,,,,,,,,,,,,,155690061,,,,,,,,PPD,0,,,29MAY2022:09:23:48.170
BTU,KUL,156355284,,M,,,,,,,,,4,,BTU-038,,,,,,,,,,,,,,155690062,,,,,,,,PPD,0,,,29MAY2022:09:23:48.183
KUL,BTU,156355285,,,,,,,,,,,,,,,,,,,,,,,,,,,155690063,,,,,,,,PPD,0,,,29MAY2022:09:23:48.200
BTU,KUL,156355286,,M,,,,,,,,,4,,BTU-026,,,,,,,,,,,,,,155690064,,,,,,,,PPD,0,,,29MAY2022:09:23:48.247
KUL,MEL,156355287,M,2,,,,,,,,,4,,KUL-011,,,,,,,,,,,,,,155690065,,,,,,,,PPD,0,,,29MAY2022:09:23:48.433
MEL,KUL,156355288,,,,,,,,,,,,,,,,,,,,,,,,,,,155690066,,,,,,,,PPD,0,,,29MAY2022:09:23:48.467
KUL,BTU,156355289,,,,,,,,,,,,,,,,,,,,,,,,,,,155690067,,,,,,,,PPD,0,,,29MAY2022:09:23:48.513
KUL,BTU,156355290,,,,,,,,,,,4,,KUL-063,,,,,,,,,,,,,,155690068,,,,,,,,PPD,0,,,29MAY2022:09:23:48.540
BTU,KUL,156355291,,,,,,,,,,,,,,,,,,,,,,,,,,,155690069,,,,,,,,PPD,0,,,29MAY2022:09:23:48.557
BTU,KUL,156355292,,M,,,,,,,,,,,,,,,,,,,,,,,,,155690070,,,,,,,,PPD,0,,,29MAY2022:09:23:48.573
BTU,KUL,156355293,,M,,,,,,,,,4,,BTU-068,,,,,,,,,,,,,,155690071,,,,,,,,PPD,0,,,29MAY2022:09:23:48.590
KUL,BTU,156355294,,,,,,,,,,,4,,KUL-062,,,,,,,,,,,,,,155690072,,,,,,,,PPD,0,,,29MAY2022:09:23:48.620
BTU,KUL,156355295,,,,,,,,,,,,,,,,,,,,,,,,,,,155690073,,,,,,,,PPD,0,,,29MAY2022:09:23:48.650
BTU,KUL,156355296,,M,,,,,,,,,,,,,,,,,,,,,,,,,155690074,,,,,,,,PPD,0,,,29MAY2022:09:23:48.667
BTU,KUL,156355297,,M,,,,,,,,,4,,BTU-067,,,,,,,,,,,,,,155690075,,,,,,,,PPD,0,,,29MAY2022:09:23:48.700
BTU,KUL,156355298,,M,,,,,,,,,4,,BTU-072,,,,,,,,,,,,,,155690076,,,,,,,,PPD,0,,,29MAY2022:09:23:48.730
BTU,KUL,156355299,,M,,,,,,,,,4,,BTU-049,,,,,,,,,,,,,,155690077,,,,,,,,PPD,0,,,29MAY2022:09:23:48.760
KUL,BTU,156355300,,,,,,,,,,,,,,,,,,,,,,,,,,,155690078,,,,,,,,PPD,0,,,29MAY2022:09:23:48.777
BTU,KUL,156355301,,M,,,,,,,,,4,,BTU-048,,,,,,,,,,,,,,155690079,,,,,,,,PPD,0,,,29MAY2022:09:23:48.807
KUL,BTU,156355302,,,,,,,,,,,,,,,,,,,,,,,,,,,155690080,,,,,,,,PPD,0,,,29MAY2022:09:23:48.887
BTU,KUL,156355303,,M,,,,,,,,,4,,BTU-047,,,,,,,,,,,,,,155690081,,,,,,,,PPD,0,,,29MAY2022:09:23:48.933
KUL,BTU,156355304,,,,,,,,,,,,,,,,,,,,,,,,,,,155690082,,,,,,,,PPD,0,,,29MAY2022:09:23:48.950
BTU,KUL,156355305,,M,,,,,,,,,4,,BTU-046,,,,,,,,,,,,,,155690083,,,,,,,,PPD,0,,,29MAY2022:09:23:49.010
KUL,BTU,156355306,,,,,,,,,,,,,,,,,,,,,,,,,,,155690084,,,,,,,,PPD,0,,,29MAY2022:09:23:49.027
BTU,KUL,156355307,,M,,,,,,,,,4,,BTU-071,,,,,,,,,,,,,,155690085,,,,,,,,PPD,0,,,29MAY2022:09:23:49.073
KUL,BTU,156355308,,,,,,,,,,,,,,,,,,,,,,,,,,,155690086,,,,,,,,PPD,0,,,29MAY2022:09:23:49.120
